"SerialNo","ReadingDate","Import Wh Total","THD Voltage Main Minimum","Q3 Wh Total","Current Main Maximum","THD Current Main Minimum","Current Main Minimum","Voltage Main Maximum","Signal Strength","Q1 Wh Total","Voltage Total","Active Power Total (Watts)","System Frequency","THD Voltage Main Maximum","Q4 Wh Total","Apparant Power Total (VA)","Reactive Power Total (vars)","Voltage Main Minimum","Q2 Wh Total","THD Current Main Maximum","Export Wh Total"
 212175552 ,"09/01/2013 23:00:00", 0 ,, 0 , 0.2 ,, 0 , 248.575 , 15.524 , 0 , 246.668 ,, 49.957 ,, 0 , 0 ,, 243.937 , 0 ,, 0 
 212175552 ,"09/01/2013 23:10:00",,, 0 , 0 ,, 0 , 247.307 , 18.138 , 0 , 244.957 ,, 50.02 ,, 0 , 0 ,, 241.443 , 0 ,,
 212175552 ,"09/01/2013 23:20:00",,, 0 , 0 ,, 0 , 247.451 , 18.094 , 0 , 244.555 ,, 49.98 ,, 0 , 0 ,, 242.525 , 0 ,,
 212175552 ,"09/01/2013 23:30:00", 0 ,, 0 , 0 ,, 0 , 246.503 , 17.996 , 0 , 244.071 ,, 50.012 ,, 0 , 0 ,, 241.309 , 0 ,, 0 
 212175552 ,"09/01/2013 23:40:00",,, 0 , 0 ,, 0 , 246.647 , 18.094 , 0 , 244.38 ,, 49.949 ,, 0 , 0 ,, 242.896 , 0 ,,
 212175552 ,"09/01/2013 23:50:00",,, 0 , 0 ,, 0 , 245.606 , 17.996 , 0 , 243.679 ,, 49.984 ,, 0 , 0 ,, 240.35 , 0 ,,
 212175552 ,10/01/2013 , 0 ,, 0 , 0 ,, 0 , 246.72 , 18.04 , 0 , 244.05 ,, 50.043 ,, 0 , 0 ,, 241.515 , 0 ,, 0 
 212175552 ,"10/01/2013 00:10:00",,, 0 , 0 ,, 0 , 246.256 , 17.996 , 0 , 245.091 ,, 50.039 ,, 0 , 0 ,, 243.504 , 0 ,,
 212175552 ,"10/01/2013 00:20:00",,, 0 , 0 ,, 0 , 247.791 , 17.996 , 0 , 245.792 ,, 50.012 ,, 0 , 0 ,, 243.978 , 0 ,,
 212175552 ,"10/01/2013 00:30:00", 0 ,, 0 , 0.094 ,, 0 , 248.132 , 17.996 , 0 , 246.39 ,, 50.016 ,, 0 , 0 ,, 244.421 , 0 ,, 0 
 212175552 ,"10/01/2013 00:40:00",,, 0 , 0 ,, 0 , 247.369 , 17.996 , 0 , 243.916 ,, 50.02 ,, 0 , 0 ,, 240.463 , 0 ,,
 212175552 ,"10/01/2013 00:50:00",,, 0 , 0 ,, 0 , 246.482 , 17.996 , 0 , 244.926 ,, 50.016 ,, 0 , 0 ,, 242.751 , 0 ,,
