"SerialNo","ReadingDate","Import Wh Total","THD Voltage Main Minimum","Q3 Wh Total","Current Main Maximum","THD Current Main Minimum","Current Main Minimum","Voltage Main Maximum","Signal Strength","Q1 Wh Total","Voltage Total","Active Power Total (Watts)","System Frequency","THD Voltage Main Maximum","Q4 Wh Total","Apparant Power Total (VA)","Reactive Power Total (vars)","Voltage Main Minimum","Q2 Wh Total","THD Current Main Maximum","Export Wh Total"
 212175517 ,"17/04/2013 10:10:00",,, 0 , 0.087 ,, 0 , 245.658 , 13.469 , 0 , 244.029 ,, 50 ,, 0 , 0 ,, 241.525 , 0 ,,
 212175517 ,"17/04/2013 10:20:00",,, 0 , 0 ,, 0 , 245.514 , 14.722 , 0 , 243.988 ,, 50.055 ,, 0 , 0 ,, 241.669 , 0 ,,
 212175517 ,"17/04/2013 10:30:00", 0 ,, 0 , 0 ,, 0 , 245.06 , 16.172 , 0 , 243.679 ,, 50.055 ,, 0 , 0 ,, 241.453 , 0 ,, 0 
 212175517 ,"17/04/2013 10:40:00",,, 0 , 0 ,, 0 , 244.792 , 15.71 , 0 , 243.473 ,, 50.004 ,, 0 , 0 ,, 241.535 , 0 ,,
 212175517 ,"17/04/2013 10:50:00",,, 0 , 15.32 ,, 0 , 244.504 , 15.623 , 0 , 243.318 ,, 49.953 ,, 0.009 , 0.056 ,, 241.154 , 0 ,,
 212175517 ,"17/04/2013 11:00:00", 0.026 ,, 0 , 15.332 ,, 0 , 246.328 , 16.062 , 0 , 244.555 ,, 50.004 ,, 0.017 , 0.097 ,, 241.329 , 0 ,, 0 
 212175517 ,"17/04/2013 11:10:00",,, 0 , 0.068 ,, 0 , 247.235 , 15.546 , 0 , 246.06 ,, 50.066 ,, 0 , 0 ,, 244.277 , 0 ,,
 212175517 ,"17/04/2013 11:20:00",,, 0 , 0 ,, 0 , 247.029 , 15.106 , 0 , 245.462 ,, 50.016 ,, 0 , 0 ,, 242.71 , 0 ,,
 212175517 ,"17/04/2013 11:30:00", 0 ,, 0 , 0 ,, 0 , 246.987 , 14.733 , 0 , 245.215 ,, 49.941 ,, 0 , 0 ,, 243.061 , 0 ,, 0 
 212175517 ,"17/04/2013 11:40:00",,, 0 , 0 ,, 0 , 247.297 , 15.227 , 0 , 245.761 ,, 49.953 ,, 0 , 0 ,, 243.741 , 0 ,,
 212175517 ,"17/04/2013 11:50:00",,, 0 , 0 ,, 0 , 247.194 , 14.414 , 0 , 245.854 ,, 50.004 ,, 0 , 0 ,, 243.834 , 0 ,,
 212175517 ,"17/04/2013 12:00:00", 0 ,, 0 , 0 ,, 0 , 247.08 , 13.689 , 0 , 245.411 ,, 50.035 ,, 0 , 0 ,, 243.143 , 0 ,, 0 
 212175517 ,"17/04/2013 12:10:00",,, 0 , 0.076 ,, 0 , 245.503 , 14.535 , 0 , 244.401 ,, 49.969 ,, 0 , 0 ,, 242.236 , 0 ,,
 212175517 ,"17/04/2013 12:20:00",,, 0 , 0 ,, 0 , 246.596 , 15.315 , 0 , 245.05 ,, 49.984 ,, 0 , 0 ,, 243.246 , 0 ,,
 212175517 ,"17/04/2013 12:30:00", 0 ,, 0 , 0 ,, 0 , 245.998 , 14.601 , 0 , 244.617 ,, 50 ,, 0 , 0 ,, 240.381 , 0 ,, 0 
 212175517 ,"17/04/2013 12:40:00",,, 0 , 0 ,, 0 , 246.05 , 14.293 , 0 , 244.246 ,, 49.945 ,, 0 , 0 ,, 241.803 , 0 ,,
 212175517 ,"17/04/2013 12:50:00",,, 0 , 0 ,, 0 , 247.73 , 14.974 , 0 , 246.328 ,, 50.016 ,, 0 , 0 ,, 243.895 , 0 ,,
 212175517 ,"17/04/2013 13:00:00", 0 ,, 0 , 0.045 ,, 0 , 247.915 , 14.117 , 0 , 246.544 ,, 50.078 ,, 0 , 0 ,, 244.947 , 0 ,, 0 
 212175517 ,"17/04/2013 13:10:00",,, 0 , 0.076 ,, 0 , 247.482 , 14.458 , 0 , 246.081 ,, 50.008 ,, 0 , 0 ,, 243.658 , 0 ,,
 212175517 ,"17/04/2013 13:20:00",,, 0 , 0 ,, 0 , 246.946 , 14.019 , 0 , 246.039 ,, 49.965 ,, 0 , 0 ,, 244.493 , 0 ,,
 212175517 ,"17/04/2013 13:30:00", 0 ,, 0 , 0 ,, 0 , 247.163 , 14.392 , 0 , 246.081 ,, 49.945 ,, 0 , 0 ,, 244.153 , 0 ,, 0 
 212175517 ,"17/04/2013 13:40:00",,, 0 , 0 ,, 0 , 246.41 , 14.546 , 0 , 245.05 ,, 49.949 ,, 0 , 0 ,, 243.586 , 0 ,,
 212175517 ,"17/04/2013 13:50:00",,, 0 , 0 ,, 0 , 247.534 , 14.271 , 0 , 245.957 ,, 49.98 ,, 0 , 0 ,, 243.524 , 0 ,,
 212175517 ,"17/04/2013 14:00:00", 0 ,, 0 , 0 ,, 0 , 248.338 , 14.711 , 0 , 246.864 ,, 50.039 ,, 0 , 0 ,, 244.359 , 0 ,, 0 
 212175517 ,"17/04/2013 14:10:00",,, 0 , 0.072 ,, 0 , 248.843 , 14.458 , 0 , 247.225 ,, 50.008 ,, 0 , 0 ,, 245.483 , 0 ,,
 212175517 ,"17/04/2013 14:20:00",,, 0 , 0 ,, 0 , 248.564 , 14.282 , 0 , 247.091 ,, 49.992 ,, 0 , 0 ,, 245.308 , 0 ,,
