timestamp,display_backlight,external_temperature,boiler_in_pipe_temperature,BINARY_SENSOR_2_ENERGY,heat_pump_power_consumption,temperature_sensor_2,hot_water_cylinder_boiler_coil_in_pipe_temperature,zone_1_temperature,boiler_heat_request_for_heating_zone_1,boiler_out_pipe_temperature,daily_schedule_occupancy_in_zone_1,WATER_PULSE_METER_1,daily_schedule_occupancy_asleep_zone_1,hot_water_cylinder_out_pipe_temperature,user_setpoint_zone_1,daily_schedule_occupancy_out_zone_1,WATER_PULSE_METER_2,heat_pump_energy_consumption,temperature_sensor_1
2014-01-16 20:49,1.0,7.0480306537742381,26.629822196353807,1.0,1.7626120692241756,29.0,47.746051902088638,22.390000000000001,0.0,30.416340474268225,nan,2.0,nan,41.119999999999997,18.707424075047456,nan,1.0,11415.584882868394,31.814355639478901
2014-01-16 21:04,1.0,7.0230514698573794,42.782183329405811,1.0,0.18332735211726048,28.809999999999999,42.869999999999997,22.459569972259096,0.0,42.616215496731726,nan,2.0,nan,39.967912797518764,18.557424075550372,nan,1.0,11415.82707592415,30.059999999999999
2014-01-16 21:19,1.0,7.0017437995869853,28.0516443015125,1.0,1.2755574752163872,28.559999999999999,39.352177846561538,22.489999999999998,0.0,30.401851233950332,nan,2.0,nan,39.25,18.407424076053285,nan,1.0,11415.938537961883,29.415190532571586
2014-01-16 21:34,1.0,7.0243398326362181,40.616058171752584,1.0,2.2045477413116541,28.43,36.43,22.547376258533252,0.0,42.775213611138682,nan,2.0,nan,38.68,18.257424076556198,nan,1.0,11416.204151845855,29.059999999999999
2014-01-16 21:49,1.0,7.0469358656854508,29.486695732873425,1.0,2.2119333125797436,28.309999999999999,34.93,22.59,0.0,35.165184522580176,nan,2.0,nan,38.157822126616367,18.107424077059115,nan,1.0,11416.542689806185,28.809999999999999
2014-01-16 22:04,1.0,7.0695318987346836,37.870475810496558,1.0,0.18457375639371615,28.18,34.43,22.720207058156923,0.0,37.514431009556709,nan,2.0,nan,37.659385412412853,18.023653290234506,nan,1.0,11416.904151844947,29.370000000000001
2014-01-16 22:19,1.0,7.0921279317839163,34.806161919603461,1.0,0.19084653287583786,28.059999999999999,33.764177876065844,22.789999999999999,0.0,39.011193271297692,nan,2.0,nan,37.510177897523519,18.106986623257399,nan,1.0,11417.165613881196,30.799725086970632
2014-01-16 22:34,1.0,7.0999999999999996,41.721454106059916,1.0,0.74390020566716686,28.0,33.560000000000002,22.789999999999999,0.0,41.317955094088035,nan,2.0,nan,37.316896683984801,18.190319956280291,nan,1.0,11417.504061739186,32.0
2014-01-16 22:49,1.0,7.0999999999999996,35.892828309108516,1.0,0.73612130089827188,27.93,33.174177902887934,22.865785345857525,0.0,40.134839243415591,nan,2.0,nan,37.300177924345611,18.273653289303184,nan,1.0,11417.765556475055,32.375769914732565
2014-01-16 23:04,1.0,7.0999999999999996,42.757252601573519,1.0,0.73598561714907684,27.870000000000001,33.119999999999997,22.883009272213108,0.0,43.408528566868817,nan,2.0,nan,37.25,18.356986622326076,nan,1.0,11418.067689798938,32.920177924345609
2014-01-16 23:19,1.0,7.1122425859908036,34.112125000089804,1.0,0.73960871133105233,27.809999999999999,33.060000000000002,22.800000000000001,0.0,40.425431554045176,nan,2.0,nan,36.897666493281065,18.440319955348969,nan,1.0,11418.365613878681,31.639095070867771
2014-01-16 23:34,1.0,7.2622425855717081,46.654994085728774,1.0,0.69679653113240181,27.75,33.25,22.800000000000001,0.0,47.096299007314386,nan,2.0,nan,36.810000000000002,18.523653288371861,nan,1.0,11418.704910021766,32.18
2014-01-16 23:49,1.0,7.4122425851526135,34.983389695488789,1.0,0.6772091452253417,27.75,33.119999999999997,22.800000000000001,0.0,42.462805550563665,nan,2.0,nan,36.93,18.606986621394753,nan,1.0,11418.966170259127,31.71928109418041
2014-01-17 00:04,1.0,7.562242584733518,35.68,1.0,0.15258185002999883,27.309999999999999,32.43,22.462393859706253,0.0,36.197277523247216,nan,2.0,nan,38.36804785877014,18.690319954417646,nan,1.0,11419.091113875966,31.182722476752783
2014-01-17 00:19,1.0,7.6959236678294314,35.308178002129679,1.0,0.15841814997000117,27.5,31.93,22.125160148093439,0.0,36.870638741292879,nan,2.0,nan,37.233874317042492,18.773653287440538,nan,1.0,11419.354818500529,32.084258402690793
2014-01-17 00:34,1.0,7.6459791619821971,34.319821995188121,1.0,0.15019240841053483,27.559999999999999,32.292178007494094,21.919813977372367,0.0,34.810000000000002,nan,2.0,nan,36.93,18.856986620463431,nan,1.0,11419.477409249428,30.809999999999999
2014-01-17 00:49,1.0,7.5960346561349628,31.036338596721805,1.0,1.9111319508304927,27.559999999999999,31.68,21.800000000000001,0.0,38.625465953377841,nan,2.0,nan,36.649821968366027,18.940319953486323,nan,1.0,11419.666113873451,29.5
2014-01-17 01:04,1.0,7.5460901502877284,33.560000000000002,1.0,0.15019566958504635,27.559999999999999,31.898047903279576,21.699999999999999,0.0,34.049094976819241,nan,2.0,nan,36.43,19.023653286509216,nan,1.0,11419.85,29.68
2014-01-17 01:19,1.0,7.4920147749690278,39.281305565315819,1.0,0.14999999999999999,25.75,30.93,21.600000000000001,0.0,39.301483664005019,nan,2.0,nan,42.536356111547711,19.106986619532108,nan,1.0,11420.004818494581,28.620000000000001
2014-01-17 01:34,1.0,7.3885427127542984,28.42524974710609,1.0,1.5655771008881378,26.43,31.93,21.5,0.0,36.756534183414828,nan,2.0,nan,39.560000000000002,19.190319952555001,nan,1.0,11420.291113870937,27.75
2014-01-17 01:49,1.0,7.285070650539569,47.062436067910809,1.0,0.68310128658868585,26.620000000000001,32.25,21.5,0.0,49.134531599106289,nan,2.0,nan,38.376178079913736,19.273653285577893,nan,1.0,11420.516113870368,27.809999999999999
2014-01-17 02:04,1.0,7.1815985883248397,30.087876790039346,1.0,0.64423763799335276,26.75,32.310000000000002,21.399999999999999,0.0,41.41230436644328,nan,2.0,nan,37.810000000000002,19.356986618600786,nan,1.0,11420.69111386911,27.809999999999999
2014-01-17 02:19,1.0,7.0781265261101103,38.909534703941695,1.0,2.1154296013248768,26.809999999999999,31.620000000000001,21.399999999999999,0.0,40.892675691406474,nan,2.0,nan,37.174178104053624,19.440319951623678,nan,1.0,11420.916113868423,28.620000000000001
2014-01-17 02:34,1.0,6.9846959061011411,30.968054513219268,1.0,2.0408102194516493,26.870000000000001,32.132614107883818,21.323455915340542,0.0,40.180897346490461,nan,2.0,nan,36.810000000000002,19.523653284646571,nan,1.0,11421.177530028244,28.81182187717091
2014-01-17 02:49,1.0,6.9222176002761495,35.495770643902382,1.0,0.15080759108655101,26.870000000000001,32.238541146429846,21.300000000000001,0.0,35.878356261751428,nan,2.0,nan,36.33764370606206,19.606986617669463,nan,1.0,11421.327538475329,30.0
2014-01-17 03:04,1.0,6.859739294451157,31.324054062571875,1.0,1.8835754681534287,26.93,31.809999999999999,21.300000000000001,0.0,39.093821866442077,nan,2.0,nan,36.205458825406957,19.690319950692356,nan,1.0,11421.591113865907,29.073821853031031
2014-01-17 03:19,1.0,6.7979869663834753,39.80099603837705,1.0,0.151,26.93,32.098178149651176,21.300000000000001,0.0,39.912870627663771,nan,2.0,nan,35.869999999999997,19.773653283715248,nan,1.0,11421.777538473649,30.059999999999999
2014-01-17 03:34,1.0,6.7520685992198146,31.060951110735601,1.0,2.0510379545945647,26.93,32.184614003277659,21.300000000000001,0.0,40.604897499376385,nan,2.0,nan,35.68,19.856986616738141,nan,1.0,11421.977409242721,29.210125467039674
2014-01-17 03:49,1.0,6.7061502320561539,37.743494167634175,1.0,1.8824875711455986,26.93,32.060000000000002,21.207980499368439,0.0,39.010363680742003,nan,2.0,nan,35.537821804751268,19.940319949761033,nan,1.0,11422.204818484524,30.559999999999999
2014-01-17 04:04,1.0,6.6602318648924923,31.742389466159906,1.0,2.3340183195438247,26.93,31.638178204516972,21.199999999999999,0.0,38.601848484685924,nan,2.0,nan,35.25,20.023653282783926,nan,1.0,11422.354818484524,29.974125438876477
2014-01-17 04:19,1.0,6.6143134977288316,44.648237641050677,1.0,2.354984157198889,26.955874561123522,32.18,21.199999999999999,0.0,46.614336568971673,nan,2.0,nan,35.161465398160537,20.106986615806818,nan,1.0,11422.654818481171,30.620000000000001
2014-01-17 04:34,1.0,6.6170601884101874,33.242772257642279,1.0,0.15434686496686131,26.93,32.372178222070822,21.199999999999999,0.0,38.432099231010632,nan,2.0,nan,34.9281782435285,20.19031994882971,nan,1.0,11422.85481848117,30.423821759153711
2014-01-17 04:49,1.0,6.641846748497569,38.184719481153458,1.0,1.0974569290662572,27.0,33.0,21.199999999999999,0.0,38.672745811059819,nan,2.0,nan,34.941458712754169,20.273653281852603,nan,1.0,11423.115920658316,31.120000000000001
2014-01-17 05:04,1.0,6.6666333085849505,32.054178264986177,1.0,0.158,26.93,32.666178267668379,21.199999999999999,0.0,33.996099102264587,nan,2.0,nan,34.68,20.356986614875495,nan,1.0,11423.213704619684,30.68
2014-01-17 05:19,1.0,6.6914198686723321,45.930997164904902,1.0,0.69388747764162928,26.93,31.370000000000001,21.199999999999999,0.0,46.929637928583503,nan,2.0,nan,34.75,20.440319947898388,nan,1.0,11423.364397889749,29.229207957041737
2014-01-17 05:34,1.0,6.663472661136602,32.858683707800992,1.0,0.64407662954265654,26.93,31.75,21.199999999999999,0.0,37.002958614486218,nan,2.0,nan,34.619999999999997,20.52365328092128,nan,1.0,11423.618523097271,29.606760831331254
2014-01-17 05:49,1.0,6.6076067394709721,43.594178291808262,1.0,0.65616338590630052,26.93,31.75,21.199999999999999,0.0,45.0,nan,2.0,nan,34.537821724284989,20.606986613944173,nan,1.0,11423.91611385585,29.715207985204934
2014-01-17 06:04,1.0,6.5517408178053422,32.383312662441291,1.0,2.0988790840959903,26.93,32.310000000000002,21.199999999999999,0.0,41.013432865645463,nan,2.0,nan,34.651643362739286,20.690319946967065,nan,1.0,11424.218523093081,29.787821684051853
2014-01-17 06:19,1.0,6.4983167319380417,43.0860786530491,1.0,2.2679540980132877,26.93,32.359821700145105,21.199999999999999,0.0,44.47574187003552,nan,2.0,nan,34.546613637156106,20.773653279989958,nan,1.0,11424.516113855281,30.309999999999999
2014-01-17 06:34,1.0,6.4755203794396357,32.755855384916025,1.0,0.18008916446691439,26.93,32.760523217385305,21.199999999999999,0.0,36.499638867356708,nan,2.0,nan,34.415191082322053,20.85698661301285,nan,1.0,11424.819773090483,29.841101965522881
2014-01-17 06:49,1.0,6.4527240269412305,42.554405615741345,1.0,0.56509485716565599,26.93,32.724541409286346,21.199999999999999,0.0,42.300598395847942,nan,2.0,nan,34.395821667958593,20.940319946035743,nan,1.0,11425.116863853735,29.870000000000001
2014-01-17 07:04,1.0,6.4299276744428253,33.672745187446189,1.0,0.17908918327247234,26.93,32.43,21.213532598935313,0.0,38.324662698785232,nan,2.0,nan,34.219458562550457,20.432321302857101,nan,1.0,11425.40581846997,30.167590115522749
2014-01-17 07:19,1.0,6.4071313219444201,41.843923776979672,1.0,0.16938339833220234,24.145821627725461,32.75,21.60001423018581,0.0,41.294023850203978,nan,2.0,nan,41.310000000000002,18.432321311239004,nan,1.0,11425.666863851777,30.43
2014-01-17 07:34,1.0,6.4189652071564316,34.470923443766516,1.0,0.17108605532861088,21.75328018759371,32.665821600903364,21.866012592209508,0.0,39.021291081819143,nan,2.0,nan,42.43,16.432321319620907,nan,1.0,11426.005818469035,30.875464867083124
2014-01-17 07:49,1.0,6.4465641030572929,38.267308161694302,1.0,0.15485758997175803,16.164808863931579,32.810000000000002,21.989999999999998,0.0,37.784766728268067,nan,2.0,nan,46.308178404461053,14.432321328002811,nan,1.0,11426.26686384926,30.68
2014-01-17 08:04,1.0,6.4741629989581551,39.594766976372419,1.0,0.16268701245089778,15.613821598221158,32.815821574081276,22.113074579490775,0.0,39.735433501708897,nan,2.0,nan,46.160356814286516,12.432321336384714,nan,1.0,11426.578029183549,29.620000000000001
2014-01-17 08:19,1.0,6.5015942117512608,36.788178431283143,1.0,0.153,15.932276944895671,33.106178428600934,22.227960073374792,0.0,37.030178433965354,nan,2.0,nan,45.961386554621846,10.432321344766617,nan,1.0,11426.688954616237,28.75
2014-01-17 08:34,1.0,6.5265664647445725,43.930576095203058,1.0,2.3447108809487927,16.75,32.060000000000002,22.227902206389221,0.0,45.902537825854886,nan,2.0,nan,44.534178452740818,8.4323213531485202,nan,1.0,11426.81977307908,28.040905475803712
2014-01-17 08:49,1.0,6.5515387177378832,37.478053279403049,1.0,0.15514241021975339,17.68,32.810000000000002,21.913557671664424,0.0,37.710719951881167,nan,2.0,nan,41.393762618660851,6.4323213615304233,nan,1.0,11427.038954615582,27.559999999999999
2014-01-17 09:04,1.0,6.5765109707311948,37.75,1.0,0.15471517956049322,18.18,32.0,21.784282882518131,0.0,38.310000000000002,nan,2.0,nan,39.88817845810523,5.1419196575714832,nan,1.0,11427.064014590938,27.120000000000001
2014-01-17 09:19,1.0,6.6089141827982258,39.173821517754881,1.0,0.15514241036351806,18.559999999999999,31.120000000000001,21.618071561941651,0.0,39.810000000000002,nan,2.0,nan,39.010178460787444,5.6419196556506304,nan,1.0,11427.1,26.75
2014-01-17 09:34,1.0,6.7589975615818352,40.310000000000002,1.0,0.15424651898151526,18.870000000000001,30.75,21.600000000000001,0.0,41.0,nan,2.0,nan,38.430771484487259,6.1419196537297776,nan,1.0,11427.15,26.5
2014-01-17 09:49,1.0,6.9090809403654445,41.310000000000002,1.0,0.155,19.18,30.5,21.5,0.0,42.060000000000002,nan,2.0,nan,38.060000000000002,6.6419196518089247,nan,1.0,11427.188454614752,26.25
2014-01-17 10:04,1.0,7.0591643191490538,42.173380157024127,1.0,0.153,19.370000000000001,30.620000000000001,21.5,0.0,42.93,nan,2.0,nan,37.75,7.1419196498880719,nan,1.0,11427.213454614108,26.120000000000001
2014-01-17 10:19,1.0,7.2112514049391958,29.371821474839539,1.0,0.154,19.559999999999999,30.809999999999999,21.5,0.0,29.819821472157326,nan,2.0,nan,37.196541606428717,7.6419196479672191,nan,1.0,11427.288454613912,25.559999999999999
2014-01-17 10:34,1.0,7.3938534840331416,31.93,1.0,0.154,19.75,29.93,21.5,0.0,32.369999999999997,nan,2.0,nan,36.99279167683671,8.1419196460463663,nan,1.0,11427.313255776808,25.559999999999999
2014-01-17 10:49,1.0,7.5764555631270873,33.950791667448975,1.0,0.15374092273360029,19.870000000000001,29.050178568075808,21.5,0.0,34.460124997653068,nan,2.0,nan,36.747874992959204,8.6419196441255135,nan,1.0,11427.35,25.43
2014-01-17 11:04,1.0,7.759057642221034,27.773380113917213,1.0,0.1855796292054962,20.059999999999999,28.54519134096374,21.5,0.0,28.467276792385594,nan,2.0,nan,36.506237230464826,9.1419196422046607,nan,1.0,11427.4,25.380522958743807
2014-01-17 11:19,1.0,7.9416597213149798,28.309999999999999,1.0,0.156,20.18,28.18,21.5,0.0,28.600522944750544,nan,2.0,nan,36.43,9.6419196402838079,nan,1.0,11427.438454613075,25.809999999999999
2014-01-17 11:34,1.0,8.113347689480662,27.017799650546596,1.0,0.18583446453316696,20.309999999999999,27.75,21.59,0.0,27.43,nan,2.0,nan,36.273380070810298,10.141919638362955,nan,1.0,11427.5,25.809999999999999
2014-01-17 11:49,1.0,8.2799115384797233,29.609821378280007,1.0,0.15525907755824458,20.43,27.25,21.59,0.0,29.927665760463487,nan,2.0,nan,36.210541719081505,10.641919636442102,nan,1.0,11427.538454612237,25.724124969489871
2014-01-17 12:04,1.0,8.4464753874787846,26.427821375597798,1.0,0.15524241098377883,20.5,26.870000000000001,21.59,0.0,26.68,nan,2.0,nan,35.955875077448788,11.141919634521249,nan,1.0,11427.6,25.518178619037784
2014-01-17 12:19,1.0,8.6035556568789389,27.120000000000001,1.0,0.15372723307324845,20.559999999999999,26.5,21.59,0.0,27.383821370233381,nan,2.0,nan,36.045821359504544,11.641919632600397,nan,1.0,11427.638454611591,25.309999999999999
2014-01-17 12:34,1.0,8.6489757929798792,25.133821330000242,1.0,0.154,20.620000000000001,26.18,21.681926270983723,0.0,25.329094294943271,nan,2.0,nan,35.876619977052734,12.141919630679544,nan,1.0,11427.700000000001,25.059999999999999
2014-01-17 12:49,1.0,8.6943959290808195,26.25,1.0,0.155,20.68,25.93,22.247362970081589,0.0,26.5,nan,2.0,nan,35.807821335364665,12.641919628758691,nan,1.0,11427.738454611399,24.870000000000001
2014-01-17 13:04,1.0,8.7398160651817598,42.935629792052232,1.0,2.4005789677585048,20.75,25.68,22.131782225336124,0.0,45.023295401641512,nan,2.0,nan,35.686791554796194,13.141919626837838,nan,1.0,11427.972091137639,25.0
2014-01-17 13:19,1.0,8.7852362012827019,45.038232531442198,1.0,0.78009129835732893,20.870000000000001,28.331821312685701,21.917389748063609,0.0,46.767000995099608,nan,2.0,nan,35.569821311224779,13.641919624916985,nan,1.0,11428.215363831681,25.870000000000001
2014-01-17 13:34,1.0,8.783140290728733,30.876536074372297,1.0,0.78797020803214357,20.870000000000001,29.43,21.814435202591746,0.0,30.945744581266915,nan,2.0,nan,35.310000000000002,14.141919622996133,nan,1.0,11428.340363830424,27.559999999999999
2014-01-17 13:49,1.0,8.7581611068118743,37.575744698114207,1.0,0.91928878887032606,21.0,30.43,21.757403288845243,0.0,37.780536106558806,nan,2.0,nan,35.400178715597313,14.64191962107528,nan,1.0,11428.603818439664,27.93
2014-01-17 14:04,1.0,8.7331819228950156,32.5,1.0,0.3532458124009259,16.477100665992538,30.809999999999999,21.699999999999999,0.0,32.927821254898383,nan,2.0,nan,44.048286497490793,15.141919619154427,nan,1.0,11428.740180796896,28.559999999999999
2014-01-17 14:19,1.0,8.7082027389781569,38.319078104590069,1.0,0.82831647434701161,18.809999999999999,31.25,21.614738233541313,0.0,38.541566034648781,nan,2.0,nan,38.810000000000002,15.641919617233574,nan,1.0,11429.003818438889,28.68
2014-01-17 14:34,1.0,8.6626071568114504,32.87582125221617,1.0,0.15325483094495776,19.419821257580594,31.562178745101615,21.600000000000001,0.0,33.310000000000002,nan,2.0,nan,37.072357527754164,16.141919615312723,nan,1.0,11429.090363827232,29.25
2014-01-17 14:49,1.0,8.6069313142480262,45.139702899732519,1.0,0.80821930777892503,19.809999999999999,31.059999999999999,21.600000000000001,0.0,46.165502540434289,nan,2.0,nan,36.310000000000002,16.64191961339187,nan,1.0,11429.315363826654,29.309999999999999
2014-01-17 15:04,1.0,8.5512554716846019,34.25,1.0,0.153,20.120000000000001,32.119999999999997,21.600000000000001,0.0,34.719458093163851,nan,2.0,nan,35.959945953485132,17.141919611471018,nan,1.0,11429.513454608465,30.309999999999999
2014-01-17 15:19,1.0,8.4880907840915878,37.310000000000002,1.0,0.154,20.370000000000001,31.68,21.600000000000001,0.0,37.914808432862415,nan,2.0,nan,35.643379855275711,17.641919609550165,nan,1.0,11429.626909216478,29.620000000000001
2014-01-17 15:34,1.0,8.3380907845106815,32.983458065000654,1.0,0.15475758830503156,12.368867624930598,31.370000000000001,21.653275617720698,0.0,33.423821195889779,nan,2.0,nan,45.578536452563789,18.141919607629312,nan,1.0,11429.71345460824,29.559999999999999
2014-01-17 15:49,1.0,8.188090784929777,33.053821155656649,1.0,0.15424241182196907,16.309999999999999,30.43,22.007479679789959,0.0,33.43227644198128,nan,2.0,nan,39.768178820203474,18.641919605708459,nan,1.0,11429.75,28.809999999999999
2014-01-17 16:04,1.0,8.0380907853488726,30.93,1.0,0.153,16.870000000000001,29.562334456748285,22.262603474588204,0.0,31.320522664555384,nan,2.0,nan,38.060000000000002,19.141919603787606,nan,1.0,11429.813454607402,28.18
2014-01-17 16:19,1.0,7.8980173339227688,30.446124650306977,1.0,0.15225907856407284,17.43,28.924178868483239,22.370489036813396,0.0,30.809999999999999,nan,2.0,nan,37.367665501821982,19.641919601866753,nan,1.0,11429.85,27.620000000000001
2014-01-17 16:34,1.0,7.8730450809294572,32.589821123470138,1.0,0.15220907867303757,17.870000000000001,28.309999999999999,22.46561961048381,0.0,33.037821120787925,nan,2.0,nan,36.75,20.141919599945901,nan,1.0,11429.9,27.059999999999999
2014-01-17 16:49,1.0,7.8480728279361456,29.75,1.0,0.154,18.25,27.870000000000001,22.300000000000001,0.0,30.120000000000001,nan,2.0,nan,36.461387600683423,20.641919598025048,nan,1.0,11429.938621273162,26.620000000000001
2014-01-17 17:04,1.0,7.823100574942834,30.059999999999999,1.0,0.15278737760432826,18.620000000000001,27.5,22.394753921387213,0.0,30.419094036301772,nan,2.0,nan,36.036620230938119,20.957424121147923,nan,1.0,11430.0,26.309999999999999
2014-01-17 17:19,1.0,7.7850099385063904,27.165821077872579,1.0,0.15379092115932436,18.870000000000001,27.059999999999999,22.489999999999998,0.0,27.423821075190368,nan,2.0,nan,35.869999999999997,20.80742412165084,nan,1.0,11430.038704606042,26.059999999999999
2014-01-17 17:34,1.0,7.5850099396239781,28.738124612756049,1.0,0.155,19.120000000000001,26.68,22.489999999999998,0.0,29.0,nan,2.0,nan,35.612357876441351,20.657424122153753,nan,1.0,11430.113621272325,25.809999999999999
2014-01-17 17:49,1.0,7.3850099407415648,26.927665415608153,1.0,0.15579092112427478,14.053379721198633,26.370000000000001,22.59,0.0,27.186791226225569,nan,2.0,nan,46.431678525858402,20.507424122656666,nan,1.0,11430.15,25.68
2014-01-17 18:04,1.0,7.1850099418591524,27.5,1.0,0.156,15.93,26.120000000000001,22.643030388470077,0.0,27.75,nan,2.0,nan,41.946542122753982,20.357424123159582,nan,1.0,11430.213621271716,25.5
2014-01-17 18:19,1.0,6.98312681181197,25.870000000000001,1.0,0.15520907900831368,16.68,25.93,22.718799718153075,0.0,26.077821026910605,nan,2.0,nan,39.810000000000002,20.207424123662495,nan,1.0,11430.288621271486,25.309999999999999
2014-01-17 18:34,1.0,6.7580017430072141,26.870000000000001,1.0,0.15479092095663671,17.18,25.75,22.789999999999999,0.0,27.120000000000001,nan,2.0,nan,38.560000000000002,20.057424124165411,nan,1.0,11430.313681801488,25.120000000000001
2014-01-17 18:49,1.0,6.5328766742024591,25.771821005452932,1.0,0.15220907917595172,17.559999999999999,25.559999999999999,22.808362194336631,0.0,25.964791169899176,nan,2.0,nan,37.619999999999997,19.907424124668324,nan,1.0,11430.388685747192,25.0
2014-01-17 19:04,1.0,6.3077516053977032,26.5,1.0,0.153,17.93,25.370000000000001,22.800000000000001,0.0,26.75,nan,2.0,nan,37.060000000000002,19.757424125171237,nan,1.0,11430.450000000001,24.870000000000001
