timestamp,external_temperature,boiler_in_pipe_temperature,boiler_out_pipe_temperature,hw_cylinder_in_temp,HUB_BUTTON_,humidity_sensor_1,boiler_heat_request_heating_z1,ELECTRIC_PULSE_METER_1_ENERGY,ELECTRIC_PULSE_METER_4_ENERGY,BINARY_SENSOR_6_ENERGY,temperature_sensor_2,heat_pump_energy_consumption,temperature_sensor_1,display_backlight,local_ext_temp,BINARY_SENSOR_1_ENERGY,HUB_BUTTON_ENERGY,hw_cylinder_out_temp,z1_in_occup,display_button_press,z1_aslp_occup,z1_out_occup,zone_1_temperature,setpoint_z1_temp,display_spurious_touch,WATER_PULSE_METER_1
2014-01-16 19:34,7.0731945017332052,14.417713592017998,14.44768763521243,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.99026755761611573,12.938144482636604,0.0,1.0,45.5,282.0,297422189.3967883,282.0,282.0,11.43,15.40083192590216,297422176.35272342,513.0
2014-01-16 19:49,7.0481833182073856,14.432363725487177,14.484090348842727,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98891190423109765,12.828227699246389,0.0,1.0,45.5,282.0,297425512.92916727,282.0,282.0,11.5,15.050833151387998,297425497.32199574,513.0
2014-01-16 20:04,7.023172134681567,14.447013858956355,14.520493062473024,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98755625084607945,12.720000000000001,0.0,1.0,45.5,282.0,297428836.46154624,282.0,282.0,11.56,14.700834376873834,297428818.29126799,513.0
2014-01-16 20:19,7.0036763828531603,14.461663992425533,14.556895776103321,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98620059746106137,12.614205109619821,0.0,1.0,45.5,282.0,297432159.99392521,282.0,282.0,11.619999999999999,14.35083560235967,297432139.26054031,513.0
2014-01-16 20:34,7.0536754280329212,14.476314125894714,14.593298489733618,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98484494407604328,12.5192470451956,0.0,1.0,45.5,282.0,297435483.52630419,282.0,282.0,11.870322849650721,14.000836827845507,297435460.22981262,513.0
2014-01-16 20:49,7.1036744732126822,14.490964259363892,14.629701203363915,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98348929069102509,12.444287076036577,0.0,1.0,45.5,282.0,297438807.05868316,282.0,282.0,12.215201517168111,13.650838053331345,297438781.19908494,513.0
2014-01-16 21:04,7.1536735183924431,14.505614392833071,14.666103916994212,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.982133637306007,12.35,0.0,1.0,45.5,282.0,297442130.59106213,282.0,282.0,12.560005001909021,13.300839278817181,297442102.16835719,513.0
2014-01-16 21:19,7.1966816590873517,14.520264526302249,14.702506630624509,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.98077798392098881,12.278739954882086,0.0,1.0,45.5,282.0,297445454.1234411,282.0,282.0,12.840293153289585,12.950840504303017,297445423.13762951,513.0
2014-01-16 21:34,7.1515050749516611,14.534914659771427,14.738909344254806,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97942233053597072,12.229408841168297,0.0,1.0,45.5,282.0,297448777.65582007,282.0,282.0,13.000059888297272,12.600841729788854,297448744.10690182,513.0
2014-01-16 21:49,7.1063284908159696,14.549564793240608,14.775312057885102,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97806667715095252,12.18,0.0,1.0,45.5,282.0,297452101.18819904,282.0,282.0,13.214761164060118,12.250842955274692,297452065.07617414,513.0
2014-01-16 22:04,7.0611519066802781,14.564214926709786,14.811714771515398,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97671102376593444,12.119495187548909,0.0,1.0,45.5,282.0,297455424.72057801,282.0,282.0,13.309630216007671,12.0550864489106,297455386.0454464,513.0
2014-01-16 22:19,7.0159753225445876,14.578865060178964,14.848117485145695,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97535537038091624,12.073610779105698,0.0,1.0,45.5,282.0,297458748.25295699,282.0,282.0,13.31,12.249529798367314,297458707.01471871,513.0
2014-01-16 22:34,6.9456744673877377,14.593515193648143,14.884520198775991,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97399971699589816,12.02,0.0,1.0,45.5,282.0,297462071.78533596,282.0,282.0,13.31,12.443973147824027,297462027.98399103,513.0
2014-01-16 22:49,6.8616287152164759,14.608165327117323,14.920922912406288,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97264406361087996,11.974640417081881,0.0,1.0,45.5,282.0,297465395.31771493,282.0,282.0,13.150626396992315,12.63841649728074,297465348.95326334,513.0
2014-01-16 23:04,6.777582963045214,14.622815460586502,14.957325626036585,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.97128841022586188,11.939377003303807,0.0,1.0,45.5,282.0,297468718.8500939,282.0,282.0,13.06,12.832859846737453,297468669.92253566,513.0
2014-01-16 23:19,6.6942361026849566,14.63746559405568,14.993728339666882,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96993275684084368,11.895268148772699,0.0,1.0,45.5,282.0,297472042.38247287,282.0,282.0,13.0,13.027303196194165,297471990.89180791,513.0
2014-01-16 23:34,6.6192791335138166,14.652115727524858,15.030131053297179,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96857710345582559,11.859545317397945,0.0,1.0,45.5,282.0,297475365.91485184,282.0,282.0,12.869999999999999,13.221746545650879,297475311.86108023,513.0
2014-01-16 23:49,6.5443221643426766,14.666765860994037,15.066533766927476,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.9672214500708074,11.809623605007566,0.0,1.0,45.5,282.0,297478689.44723082,282.0,282.0,12.81,13.416189895107591,297478632.83035254,513.0
2014-01-17 00:04,6.4693651951715356,14.681415994463217,15.102936480557773,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96586579668578931,11.76,0.0,1.0,45.5,282.0,297482012.97960985,282.0,282.0,12.75,13.610633244564305,297481953.79962486,513.0
2014-01-17 00:19,6.4037262197803457,14.696066127932395,15.13933919418807,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96451014330077123,11.73,0.0,1.0,45.5,282.0,297485336.51198882,282.0,282.0,12.619999999999999,13.805076594021017,297485274.76889712,513.0
2014-01-17 00:34,6.4536756886286968,14.710716261401574,15.175741907818367,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96315448991575303,11.68,0.0,1.0,45.5,282.0,297488660.04436779,282.0,282.0,12.56,13.999519943477729,297488595.73816943,513.0
2014-01-17 00:49,6.5036251574770469,14.725366394870752,15.212144621448664,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96179883653073495,11.640000000000001,0.0,1.0,45.5,282.0,297491983.57674676,282.0,282.0,12.5,14.193963292934443,297491916.70744175,513.0
2014-01-17 01:04,6.553574626325398,14.740016528339932,15.24854733507896,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.96044318314571675,11.609341839754306,0.0,1.0,45.5,282.0,297495307.10912573,282.0,282.0,12.5,14.388406642391155,297495237.67671406,513.0
2014-01-17 01:19,6.6028912641839783,14.754666661809111,15.284950048709257,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95908752976069866,11.571390284476434,0.0,1.0,45.5,282.0,297498630.6415047,282.0,282.0,12.43,14.582849991847869,297498558.64598632,513.0
2014-01-17 01:34,6.6438711762379405,14.769316795278289,15.321352762339554,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95773187637568047,11.545361820424056,0.0,1.0,45.5,282.0,297501954.17388368,282.0,282.0,12.369999999999999,14.777293341304581,297501879.61525863,513.0
2014-01-17 01:49,6.6848510882919019,14.783966928747468,15.357755475969851,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95637622299066238,11.505756424227714,0.0,1.0,45.5,282.0,297505277.70626265,282.0,282.0,12.31,14.971736690761295,297505200.58453095,513.0
2014-01-17 02:04,6.7258310003458641,14.798617062216646,15.394158189600148,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95502056960564419,11.461155272719749,0.0,1.0,45.5,282.0,297508601.23864162,282.0,282.0,12.31,15.166180040218007,297508521.55380327,513.0
2014-01-17 02:19,6.7668109123998263,14.813267195685826,15.430560903230445,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.9536649162206261,11.427614862785765,0.0,1.0,45.5,282.0,297511924.77102059,282.0,282.0,12.25,15.360623389674721,297511842.52307558,513.0
2014-01-17 02:34,6.8238226138046292,14.827917329155005,15.466963616860742,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95230926283560791,11.40246193127915,0.0,1.0,45.5,282.0,297515248.30339956,282.0,282.0,12.183813442101535,15.555066739131433,297515163.49234784,513.0
2014-01-17 02:49,6.9491300988339608,14.842567462624183,15.503366330491037,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.95095360945058982,11.359999999999999,0.0,1.0,45.5,282.0,297518571.83577853,282.0,282.0,12.153416562243725,15.749510088588146,297518484.46162015,513.0
2014-01-17 03:04,7.0744375838632934,14.857217596093362,15.539769044121336,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94959795606557162,11.331619342036493,0.0,1.0,45.5,282.0,297521895.36815751,282.0,282.0,12.119999999999999,15.94395343804486,297521805.43089247,513.0
2014-01-17 03:19,7.1997450688926259,14.871867729562542,15.576171757751631,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94824230268055354,11.31,0.0,1.0,45.5,282.0,297525218.90053648,282.0,282.0,12.06,16.13839678750157,297525126.40016478,513.0
2014-01-17 03:34,7.2228540537552881,14.88651786303172,15.612574471381928,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94688664929553534,11.289999999999999,0.0,1.0,45.5,282.0,297528542.43291545,282.0,282.0,12.0,16.332840136958286,297528447.36943704,513.0
2014-01-17 03:49,7.2457546975964977,14.901167996500899,15.648977185012225,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94553099591051726,11.25,0.0,1.0,45.5,282.0,297531865.96529442,282.0,282.0,11.969052021921131,16.527283486414998,297531768.33870935,513.0
2014-01-17 04:04,7.2686553414377064,14.915818129970077,15.685379898642521,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94417534252549906,11.222051834836057,0.0,1.0,45.5,282.0,297535189.49767339,282.0,282.0,11.93,16.72172683587171,297535089.30798167,513.0
2014-01-17 04:19,7.291555985278916,14.930468263439256,15.721782612272818,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94281968914048098,11.220000000000001,0.0,1.0,45.5,282.0,297538513.03005236,282.0,282.0,11.869999999999999,16.916170185328426,297538410.27725399,513.0
2014-01-17 04:34,7.2367983755131178,14.945118396908436,15.758185325903115,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.94146403575546289,11.182484082569415,0.0,1.0,45.5,282.0,297541836.56243134,282.0,282.0,11.86616219830899,17.110613534785138,297541731.24652624,513.0
2014-01-17 04:49,7.1366811296092951,14.959768530377614,15.794588039533412,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.9401083823704447,11.165033335742928,0.0,1.0,45.5,282.0,297545160.09481031,282.0,282.0,11.81,17.30505688424185,297545052.21579856,513.0
2014-01-17 05:04,7.0365638837054725,14.974418663846793,15.830990753163709,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93875272898542661,11.134265309352626,0.0,1.0,45.5,282.0,297548483.62718934,282.0,282.0,11.75,17.499500233698562,297548373.18507087,513.0
2014-01-17 05:19,6.9364466378016498,14.989068797315971,15.867393466794006,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93739707560040841,11.1,0.0,1.0,45.5,282.0,297551807.15956831,282.0,282.0,11.75,17.693943583155274,297551694.15434319,513.0
2014-01-17 05:34,6.8288894292616424,15.003718930785151,15.903796180424303,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93604142221539033,11.072930780928582,0.0,1.0,45.5,282.0,297555130.69194728,282.0,282.0,11.68,17.888386932611986,297555015.1236155,513.0
2014-01-17 05:49,6.7170734012829438,15.01836906425433,15.9401988940546,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93468576883037213,11.050000000000001,0.0,1.0,45.5,282.0,297558454.22432625,282.0,282.0,11.619999999999999,18.082830282068702,297558336.09288776,513.0
2014-01-17 06:04,6.6052573733042452,15.033019197723508,15.976601607684897,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93333011544535405,11.029999999999999,0.0,1.0,45.5,282.0,297561777.75670522,282.0,282.0,11.619999999999999,18.277273631525414,297561657.06216007,513.0
2014-01-17 06:19,6.4919694137401462,15.047669331192687,16.013004321315194,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93197446206033585,11.02,0.0,1.0,45.5,282.0,297565101.2890842,282.0,282.0,11.619999999999999,18.471716980982126,297564978.03143239,513.0
2014-01-17 06:34,6.3550589797429415,15.062319464661865,16.049407034945489,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.93061880867531777,10.986704949846555,0.0,1.0,45.5,282.0,297568424.82146317,282.0,282.0,11.56,18.666160330438839,297568299.00070471,513.0
2014-01-17 06:49,6.2181485457457359,15.076969598131045,16.085809748575787,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92926315529029957,10.98,0.0,1.0,45.5,282.0,297571748.35384214,282.0,282.0,11.56,18.860603679895554,297571619.96997696,513.0
2014-01-17 07:04,6.0812381117485312,15.091619731600224,16.122212462206083,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92790750190528148,10.952410555003164,0.0,1.0,45.5,282.0,297575071.88622111,282.0,282.0,11.56,18.610723334762799,297574940.93924928,513.0
2014-01-17 07:19,5.9443276777513265,15.106269865069402,16.158615175836381,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92655184852026329,10.94,0.0,1.0,45.5,282.0,297578395.41860008,282.0,282.0,11.5,17.235676224233401,297578261.90852159,513.0
2014-01-17 07:34,5.9000000000000004,15.12091999853858,16.195017889466676,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.9251961951352452,10.92,0.0,1.0,45.5,282.0,297581718.95097905,282.0,282.0,11.5,15.860629113704,297581582.87779391,513.0
2014-01-17 07:49,5.9000000000000004,15.135570132007761,16.231420603096975,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92384054175022712,10.880801509567785,0.0,1.0,45.5,282.0,297585042.48335803,282.0,282.0,11.5,14.485582003174599,297584903.84706616,513.0
2014-01-17 08:04,5.9000000000000004,15.150220265476939,16.26782331672727,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92248488836520892,10.871579092447215,0.0,1.0,45.5,282.0,297588366.015737,282.0,282.0,11.43,13.110534892645202,297588224.81633848,513.0
2014-01-17 08:19,5.9048168935263305,15.164870398946118,16.304226030357569,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.92112923498019073,10.859999999999999,0.0,1.0,45.5,282.0,297591689.54811597,282.0,282.0,11.5,11.735487782115801,297591545.7856108,513.0
2014-01-17 08:34,6.0047428512476433,15.179520532415296,16.340628743987864,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91977358159517264,10.84,0.0,1.0,45.5,282.0,297595013.08049494,282.0,282.0,11.678011978520475,10.360440671586401,297594866.75488311,513.0
2014-01-17 08:49,6.1046688089689551,15.194170665884474,16.377031457618163,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91841792821015455,10.82,0.0,1.0,45.5,282.0,297598336.61287391,282.0,282.0,11.897839719893962,8.9853935610570019,297598187.72415543,513.0
2014-01-17 09:04,6.2045947666902679,15.208820799353655,16.413434171248458,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91706227482513636,10.800000000000001,0.0,1.0,45.5,282.0,297601660.14525288,282.0,282.0,11.93,8.0974098988363128,297601508.69342768,513.0
2014-01-17 09:19,6.3102078960585937,15.223470932822833,16.449836884878756,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91570662144011827,10.800000000000001,0.0,1.0,45.5,282.0,297604983.67763186,282.0,282.0,12.027465067629365,8.4411593658004822,297604829.6627,513.0
2014-01-17 09:34,6.5358429264447775,15.238121066292011,16.486239598509052,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91435096805510008,10.779999999999999,0.0,1.0,45.5,282.0,297608307.21001083,282.0,282.0,12.307277515493855,8.7849088327646516,297608150.63197231,513.0
2014-01-17 09:49,6.7614779568309604,15.25277119976119,16.52264231213935,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91299531467008199,10.760164359618047,0.0,1.0,45.5,282.0,297611630.7423898,282.0,282.0,12.31,9.1286582997288228,297611471.60124463,513.0
2014-01-17 10:04,6.9871129872171442,15.267421333230368,16.559045025769645,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.9116396612850638,10.774525903527644,0.0,1.0,45.5,282.0,297614954.27476883,282.0,282.0,12.31,9.4724077666929922,297614792.57051688,513.0
2014-01-17 10:19,7.2154766450232861,15.282071466699549,16.595447739399944,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.91028400790004571,10.779501659258898,0.0,1.0,45.5,282.0,297618277.8071478,282.0,282.0,12.31,9.8161572336571616,297618113.5397892,513.0
2014-01-17 10:34,7.4894073359562716,15.296721600168727,16.631850453030239,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90892835451502751,10.775514167405765,0.0,1.0,45.5,282.0,297621601.33952677,282.0,282.0,12.369999999999999,10.159906700621331,297621434.50906152,513.0
2014-01-17 10:49,7.7633380268892571,15.311371733637905,16.668253166660534,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90757270113000943,10.818207749417621,0.0,1.0,45.5,282.0,297624924.87190574,282.0,282.0,12.43,10.5036561675855,297624755.47833383,513.0
2014-01-17 11:04,8.0372687178222435,15.326021867107084,16.704655880290833,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90621704774499123,10.800000000000001,0.0,1.0,45.5,282.0,297628248.40428472,282.0,282.0,12.433594988677402,10.84740563454967,297628076.44760609,513.0
2014-01-17 11:19,8.311199408755229,15.340672000576264,16.741058593921132,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90486139435997315,10.811204569058518,0.0,1.0,45.5,282.0,297631571.93666369,282.0,282.0,12.25,11.191155101513841,297631397.4168784,513.0
2014-01-17 11:34,8.3624832826980615,15.355322134045442,16.777461307551427,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90350574097495495,10.816229582650511,0.0,1.0,45.5,282.0,297634895.46904266,282.0,282.0,12.123422262554504,11.53490456847801,297634718.38615072,513.0
2014-01-17 11:49,8.3069710763665903,15.369972267514621,16.813864021181722,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90215008758993687,10.827516196108711,0.0,1.0,45.5,282.0,297638219.00142163,282.0,282.0,12.25,11.87865403544218,297638039.35542303,513.0
2014-01-17 12:04,8.251458870035119,15.384622400983799,16.850266734812021,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.90079443420491878,10.846630003859419,0.0,1.0,45.5,282.0,297641542.5338006,282.0,282.0,12.31,12.222403502406351,297641360.32469529,513.0
2014-01-17 12:19,8.2149246089572792,15.399272534452979,16.886669448442316,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.89943878081990059,10.845039749236916,0.0,1.0,45.5,282.0,297644866.06617957,282.0,282.0,12.31,12.566152969370521,297644681.2939676,513.0
2014-01-17 12:34,8.4193236302274723,15.413922667922158,16.923072162072614,34.5,0.0,94.290000000000006,0.0,1.0,0.0,0.0,15.5,0.10000000000000001,37.5,0.89808312743488239,10.85,0.0,1.0,45.5,282.0,297648189.59855855,282.0,282.0,12.31,12.90990243633469,297648002.26323992,513.0
