"SerialNo","ReadingDate","THD Current Phase B","THD Voltage Phase C","Import Wh Total","Reactive Power Phase B (vars)","Active Power Phase C (Watts)","Voltage Phase A","Voltage PhaseA Maximum","THD Voltage Phase A","Voltage PhaseB Minimum","Active Power Phase A (Watts)","THD Current Phase C","Voltage PhaseA Minimum","THD Current Phase A","Voltage Phase B","Voltage PhaseC Maximum","Reactive Power Phase C (vars)","Active Power Phase B (Watts)","Voltage Phase C","Voltage PhaseC Minimum","THD Voltage Phase B","Reactive Power Phase A (vars)","Voltage PhaseB Maximum","Export Wh Total"
 212524165 ,"19/02/2013 16:10:00",,,, 0.286 , 0 , 247.328 , 0 ,, 0.453 , 0 ,, 245.74 ,, 0.635 , 15.908 , 0.087 , 0 ,, 49.953 ,, 0 , 0 ,
 212524165 ,"19/02/2013 16:20:00",,,, 0.286 , 0 , 247.42 , 244.947 ,, 0.453 , 0 ,, 246.853 ,, 0.484 , 18.051 , 0.087 , 0 ,, 50.02 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 16:30:00",,, 0.01 , 0.286 , 0 , 247.328 , 245.947 ,, 0.453 , 0.01 ,, 246.678 ,, 0.484 , 17.644 , 0.087 , 0 ,, 49.977 ,, 0 , 0.453 , 0 
 212524165 ,"19/02/2013 16:40:00",,,, 0.286 , 0 , 247.575 , 246.039 ,, 0.453 , 0 ,, 246.833 ,, 0.484 , 17.864 , 0.087 , 0 ,, 50 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 16:50:00",,,, 0.286 , 0 , 247.668 , 245.751 ,, 0.453 , 0 ,, 246.668 ,, 0.514 , 18.237 , 0.087 , 0 ,, 50 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 17:00:00",,, 0 , 0.327 , 0 , 246.596 , 245.338 ,, 0.484 , 0 ,, 246.05 ,, 0.514 , 19.094 , 0.087 , 0 ,, 50.004 ,, 0 , 0.453 , 0 
 212524165 ,"19/02/2013 17:10:00",,,, 0.327 , 0 , 246.513 , 244.06 ,, 0.484 , 0 ,, 245.462 ,, 0.786 , 18.248 , 0.087 , 0 ,, 50.047 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 17:20:00",,,, 0.286 , 0 , 244.772 , 242.102 ,, 0.484 , 0.01 ,, 243.287 ,, 0.514 , 17.479 , 0.087 , 0 ,, 49.949 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 17:30:00",,, 0.01 , 0.286 , 0 , 243.102 , 241.185 ,, 0.453 , 0 ,, 242.092 ,, 0.514 , 17.029 , 0.087 , 0 ,, 49.941 ,, 0 , 0.453 , 0 
 212524165 ,"19/02/2013 17:40:00",,,, 0.286 , 0 , 242.834 , 240.154 ,, 0.484 , 0 ,, 241.494 ,, 0.544 , 18.666 , 0.087 , 0 ,, 49.98 ,, 0 , 0.453 ,
 212524165 ,"19/02/2013 17:50:00",,,,-2.001 , 0.03 , 243.153 , 0 ,, 3.356 , 0 ,, 240.608 ,, 9.977 , 16.853 , 0.005 , 0.3 ,, 49.934 ,, 0 , 0 ,
 212524165 ,"19/02/2013 18:00:00",,, 0 ,-7.147 , 0.05 , 241.102 , 239.288 ,, 9.916 , 0 ,, 240.381 ,, 10.007 , 20.435 ,-0.179 , 1.06 ,, 49.977 ,, 0 , 9.826 , 1.44 
 212524165 ,"19/02/2013 18:10:00",,,,-7.147 , 0.33 , 240.938 , 239.154 ,, 9.977 , 0 ,, 240.35 ,, 10.158 , 20.61 ,-0.179 , 0.78 ,, 50.059 ,, 0 , 9.886 ,
 212524165 ,"19/02/2013 18:20:00",,,,-7.188 , 0.28 , 241.381 , 238.649 ,, 9.977 , 0 ,, 240.618 ,, 10.128 , 20.698 ,-0.178 , 0.85 ,, 50.043 ,, 0 , 9.826 ,
 212524165 ,"19/02/2013 18:30:00",,, 0 ,-7.188 , 0.35 , 241.01 , 239.701 ,, 9.977 , 0 ,, 240.36 ,, 10.158 , 20.05 ,-0.178 , 0.77 ,, 50.004 ,, 0 , 9.826 , 3.37 
 212524165 ,"19/02/2013 18:40:00",,,,-7.188 , 0.11 , 240.865 , 238.32 ,, 9.977 , 0 ,, 240.257 ,, 10.098 , 21.083 ,-0.178 , 1.01 ,, 49.988 ,, 0 , 9.856 ,
 212524165 ,"19/02/2013 18:50:00",,,,-7.188 , 0.14 , 241.401 , 239.876 ,, 9.977 , 0 ,, 240.814 ,, 10.128 , 21.401 ,-0.178 , 0.98 ,, 50.051 ,, 0 , 9.856 ,
 212524165 ,"19/02/2013 19:00:00",,, 0 ,-7.188 , 0.1 , 241.597 , 240.165 ,, 9.947 , 0 ,, 240.927 ,, 10.098 , 20.907 ,-0.178 , 1.03 ,, 50.055 ,, 0 , 9.856 , 3.37 
 212524165 ,"19/02/2013 19:10:00",,,,-7.188 , 0 , 242.885 , 240.742 ,, 9.886 , 0 ,, 242.133 ,, 10.037 , 19.347 ,-0.178 , 1.12 ,, 50.008 ,, 0 , 9.795 ,
 212524165 ,"19/02/2013 19:20:00",,,,-7.188 , 0.06 , 243.545 , 241.205 ,, 9.886 , 0 ,, 242.463 ,, 10.067 , 19.039 ,-0.178 , 1.07 ,, 49.984 ,, 0 , 9.735 ,
 212524165 ,"19/02/2013 19:30:00",,, 0 ,-7.188 , 0.15 , 243.442 , 241.917 ,, 9.916 , 0 ,, 242.916 ,, 10.037 , 19.841 ,-0.178 , 0.97 ,, 49.984 ,, 0 , 9.795 , 3.37 
 212524165 ,"19/02/2013 19:40:00",,,,-7.188 , 0.35 , 243.586 , 241.793 ,, 9.947 , 0 ,, 242.69 ,, 10.067 , 18.018 ,-0.178 , 0.78 ,, 49.934 ,, 0 , 9.826 ,
 212524165 ,"19/02/2013 19:50:00",,,,-7.229 , 0.02 , 243.772 , 241.473 ,, 9.886 , 0 ,, 242.927 ,, 10.037 , 19.49 ,-0.178 , 1.11 ,, 50.012 ,, 0 , 9.765 ,
 212524165 ,"19/02/2013 20:00:00",,, 0 ,-7.229 , 0.23 , 243.123 , 241.721 ,, 9.947 , 0 ,, 242.648 ,, 10.098 , 19.94 ,-0.178 , 0.89 ,, 50.051 ,, 0 , 9.826 , 3.38 
 212524165 ,"19/02/2013 20:10:00",,,,-7.229 , 0.04 , 243.164 , 240.999 ,, 9.916 , 0 ,, 242.246 ,, 10.067 , 20.138 ,-0.178 , 1.09 ,, 50.043 ,, 0 , 9.826 ,
 212524165 ,"19/02/2013 20:20:00",,,,-7.229 , 0 , 242.741 , 241.102 ,, 9.916 , 0 ,, 241.814 ,, 10.037 , 20.105 ,-0.178 , 1.13 ,, 50.004 ,, 0 , 9.795 ,
 212524165 ,"19/02/2013 20:30:00",,, 0 ,-7.229 , 0.33 , 242.35 , 239.701 ,, 10.037 , 0 ,, 241.154 ,, 10.249 , 20.226 ,-0.178 , 0.81 ,, 49.977 ,, 0 , 9.856 , 3.4 
 212524165 ,"19/02/2013 20:40:00",,,,-7.27 , 0.52 , 240.834 , 239.577 ,, 10.128 , 0 ,, 240.195 ,, 10.279 , 20.885 ,-0.178 , 0.61 ,, 49.984 ,, 0 , 10.037 ,
 212524165 ,"19/02/2013 20:50:00",,,,-7.311 , 0.33 , 240.804 , 239.402 ,, 10.188 , 0 ,, 240.402 ,, 10.43 , 20.731 ,-0.178 , 0.82 ,, 50.047 ,, 0 , 10.067 ,
 212524165 ,"19/02/2013 21:00:00",,, 0 ,-5.473 , 0.16 , 243.009 , 239.154 ,, 7.619 , 0 ,, 241.144 ,, 10.702 , 20.94 ,-0.178 , 0.68 ,, 50.016 ,, 0 , 4.142 , 3.12 
 212524165 ,"19/02/2013 21:10:00",,,,-2.001 , 0 , 243.803 , 242.195 ,, 2.781 , 0 ,, 243.123 ,, 4.323 , 20.402 ,-0.011 , 0.26 ,, 50.012 ,, 0 , 1.209 ,
 212524165 ,"19/02/2013 21:20:00",,,,-1.021 , 0 , 244.452 , 0 ,, 1.421 , 0 ,, 243.153 ,, 1.481 , 19.819 , 0.146 , 0.1 ,, 49.992 ,, 0 , 0 ,
 212524165 ,"19/02/2013 21:30:00",,, 0 ,-0.899 , 0 , 245.843 , 243.679 ,, 1.209 , 0 ,, 245.184 ,, 4.354 , 15.128 , 0.133 , 0.06 ,, 49.941 ,, 0 , 0.756 , 0.42 
 212524165 ,"19/02/2013 21:40:00",,,,-0.899 , 0 , 247.472 , 244.978 ,, 1.209 , 0 ,, 245.967 ,, 1.33 , 20.885 , 0.132 , 0.09 ,, 50.086 ,, 0 , 1.119 ,
 212524165 ,"19/02/2013 21:50:00",,,,-0.899 , 0 , 246.668 , 245.215 ,, 1.24 , 0 ,, 245.998 ,, 1.36 , 19.501 , 0.133 , 0.08 ,, 50.023 ,, 0 , 1.179 ,
 212524165 ,"19/02/2013 22:00:00",,, 0 ,-0.899 , 0 , 247.348 , 244.998 ,, 1.209 , 0 ,, 246.132 ,, 1.33 , 19.94 , 0.134 , 0.09 ,, 50.039 ,, 0 , 1.088 , 0.26 
 212524165 ,"19/02/2013 22:10:00",,,,-0.899 , 0 , 246.081 , 244.431 ,, 1.209 , 0 ,, 245.441 ,, 1.27 , 21.522 , 0.134 , 0.08 ,, 50.023 ,, 0 , 1.119 ,
 212524165 ,"19/02/2013 22:20:00",,,,-0.899 , 0 , 245.689 , 244.019 ,, 1.24 , 0 ,, 245.019 ,, 1.3 , 20.237 , 0.135 , 0.09 ,, 49.961 ,, 0 , 1.179 ,
 212524165 ,"19/02/2013 22:30:00",,, 0 ,-0.899 , 0 , 247.121 , 245.328 ,, 1.24 , 0 ,, 246.276 ,, 1.33 , 16.326 , 0.133 , 0.08 ,, 50.07 ,, 0 , 1.179 , 0.25 
 212524165 ,"19/02/2013 22:40:00",,,,-0.899 , 0 , 247.204 , 245.545 ,, 1.24 , 0 ,, 246.214 ,, 1.36 , 19.753 , 0.133 , 0.09 ,, 49.969 ,, 0 , 1.179 ,
 212524165 ,"19/02/2013 22:50:00",,,,-0.899 , 0 , 247.235 , 245.679 ,, 1.24 , 0 ,, 246.534 ,, 1.512 , 19.424 , 0.133 , 0.08 ,, 49.977 ,, 0 , 1.179 ,
 212524165 ,"19/02/2013 23:00:00",,, 0 ,-0.899 , 0 , 247.369 , 245.885 ,, 1.209 , 0 ,, 246.771 ,, 1.33 , 20.731 , 0.131 , 0.09 ,, 50.043 ,, 0 , 1.119 , 0.26 
 212524165 ,"19/02/2013 23:10:00",,,,-0.899 , 0 , 247.668 , 245.514 ,, 1.24 , 0 ,, 246.967 ,, 1.36 , 20.918 , 0.133 , 0.09 ,, 50.012 ,, 0 , 1.149 ,
 212524165 ,"19/02/2013 23:20:00",,,,-0.939 , 0 , 247.297 , 246.297 ,, 1.209 , 0 ,, 246.812 ,, 1.33 , 20.841 , 0.132 , 0.08 ,, 49.988 ,, 0 , 1.119 ,
 212524165 ,"19/02/2013 23:30:00",,, 0 ,-0.939 , 0 , 247.946 , 245.874 ,, 1.24 , 0 ,, 246.946 ,, 1.36 , 20.566 , 0.132 , 0.09 ,, 50.086 ,, 0 , 1.119 , 0.25 
 212524165 ,"19/02/2013 23:40:00",,,,-0.939 , 0 , 246.864 , 245.235 ,, 1.24 , 0 ,, 246.318 ,, 1.36 , 19.072 , 0.132 , 0.08 ,, 50.047 ,, 0 , 1.149 ,
 212524165 ,"19/02/2013 23:50:00",,,,-0.899 , 0 , 247.575 , 246.06 ,, 1.209 , 0 ,, 246.998 ,, 1.33 , 18.995 , 0.132 , 0.09 ,, 50.051 ,, 0 , 1.119 ,
 212524165 ,20/02/2013 ,,, 0 ,-0.939 , 0 , 247.75 , 245.174 ,, 1.24 , 0 ,, 246.967 ,, 1.33 , 18.666 , 0.13 , 0.08 ,, 50.066 ,, 0 , 1.088 , 0.26 
 212524165 ,"20/02/2013 00:10:00",,,,-0.899 , 0 , 245.947 , 244.648 ,, 1.209 , 0 ,, 245.534 ,, 1.36 , 19.622 , 0.133 , 0.08 ,, 50.012 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 00:20:00",,,,-0.939 , 0 , 246.318 , 245.122 ,, 1.24 , 0 ,, 245.936 ,, 1.33 , 19.633 , 0.131 , 0.09 ,, 49.98 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 00:30:00",,, 0 ,-0.939 , 0 , 246.915 , 244.112 ,, 1.24 , 0 ,, 246.379 ,, 1.33 , 19.885 , 0.131 , 0.08 ,, 50.082 ,, 0 , 1.119 , 0.25 
 212524165 ,"20/02/2013 00:40:00",,,,-0.939 , 0 , 247.101 , 246.297 ,, 1.209 , 0 ,, 246.802 ,, 1.33 , 19.94 , 0.132 , 0.09 ,, 50.047 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 00:50:00",,,,-0.939 , 0 , 247.348 , 245.483 ,, 1.209 , 0 ,, 246.709 ,, 1.33 , 19.995 , 0.132 , 0.08 ,, 49.965 ,, 0 , 1.088 ,
 212524165 ,"20/02/2013 01:00:00",,, 0 ,-0.939 , 0 , 248.276 , 246.73 ,, 1.24 , 0 ,, 247.359 ,, 1.33 , 20.094 , 0.132 , 0.08 ,, 50.059 ,, 0 , 1.149 , 0.25 
 212524165 ,"20/02/2013 01:10:00",,,,-0.939 , 0 , 248.204 , 247.173 ,, 1.209 , 0 ,, 247.802 ,, 1.3 , 20.094 , 0.133 , 0.09 ,, 49.949 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 01:20:00",,,,-0.939 , 0 , 248.812 , 247.049 ,, 1.209 , 0 ,, 247.884 ,, 1.3 , 20.61 , 0.133 , 0.08 ,, 49.973 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 01:30:00",,, 0 ,-0.899 , 0 , 248.008 , 245.658 ,, 1.209 , 0 ,, 247.4 ,, 1.3 , 20.995 , 0.133 , 0.09 ,, 50.023 ,, 0 , 1.088 , 0.26 
 212524165 ,"20/02/2013 01:40:00",,,,-0.899 , 0 , 248.781 , 245.885 ,, 1.179 , 0 ,, 247.822 ,, 1.27 , 20.94 , 0.132 , 0.08 ,, 50.059 ,, 0 , 1.058 ,
 212524165 ,"20/02/2013 01:50:00",,,,-0.899 , 0 , 246.606 , 245.947 ,, 1.209 , 0 ,, 246.379 ,, 1.27 , 20.995 , 0.133 , 0.09 ,, 50.082 ,, 0 , 1.149 ,
 212524165 ,"20/02/2013 02:00:00",,, 0 ,-0.899 , 0 , 246.926 , 0 ,, 1.209 , 0 ,, 245.256 ,, 1.27 , 20.918 , 0.132 , 0.06 ,, 50.051 ,, 0 , 0 , 0.23 
 212524165 ,"20/02/2013 02:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 02:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 02:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 02:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 02:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 03:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 03:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 03:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 03:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 03:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 03:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 04:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 04:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 04:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 04:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 04:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 04:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 05:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 05:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 05:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 05:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 05:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 05:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 06:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 06:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 06:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 06:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 06:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 06:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 07:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 07:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 07:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 07:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 07:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 07:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 08:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 08:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 08:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 08:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 08:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 08:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 09:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 09:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 09:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 09:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 09:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 09:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 10:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 10:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 10:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 10:30:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 10:40:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 10:50:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 11:00:00",,, 0 , 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 , 0 
 212524165 ,"20/02/2013 11:10:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
 212524165 ,"20/02/2013 11:20:00",,,, 0 , 0 , 0 , 0 ,, 0 , 0 ,, 0 ,, 0 , 0 , 0 , 0 ,, 0 ,, 0 , 0 ,
