"SerialNo","ReadingDate","Import Wh Total","THD Voltage Main Minimum","Q3 Wh Total","Current Main Maximum","THD Current Main Minimum","Current Main Minimum","Voltage Main Maximum","Signal Strength","Q1 Wh Total","Voltage Total","Active Power Total (Watts)","System Frequency","THD Voltage Main Maximum","Q4 Wh Total","Apparant Power Total (VA)","Reactive Power Total (vars)","Voltage Main Minimum","Q2 Wh Total","THD Current Main Maximum","Export Wh Total"
 212175583 ,"28/02/2013 14:20:00",,, 0 , 0.038 ,, 0 , 237.876 , 15.776 , 0 , 237 ,, 49.988 ,, 0 , 0 ,, 235.289 , 0 ,,
 212175583 ,"28/02/2013 14:30:00", 0 ,, 0 , 0 ,, 0 , 238.928 , 30.992 , 0 , 237.846 ,, 50.031 ,, 0 , 0 ,, 236.434 , 0 ,, 0 
 212175583 ,"28/02/2013 14:40:00",,, 0 , 0 ,, 0 , 238.649 , 30.992 , 0 , 236.568 ,, 49.969 ,, 0 , 0 ,, 231.837 , 0 ,,
 212175583 ,"28/02/2013 14:50:00",,, 0 , 0 ,, 0 , 235.289 , 30.992 , 0 , 234.29 ,, 50.07 ,, 0 , 0 ,, 232.857 , 0 ,,
 212175583 ,"28/02/2013 15:00:00", 0 ,, 0 , 0 ,, 0 , 235.929 , 30.992 , 0 , 234.774 ,, 50.047 ,, 0 , 0 ,, 233.62 , 0 ,, 0 
 212175583 ,"28/02/2013 15:10:00",,, 0 , 0.079 ,, 0 , 235.908 , 30.992 , 0 , 235.155 ,, 50.07 ,, 0 , 0 ,, 233.496 , 0 ,,
 212175583 ,"28/02/2013 15:20:00",,, 0 , 0 ,, 0 , 237.567 , 30.992 , 0 , 236.269 ,, 50.039 ,, 0 , 0 ,, 234.29 , 0 ,,
 212175583 ,"28/02/2013 15:30:00", 0 ,, 0 , 0 ,, 0 , 238.01 , 30.992 , 0 , 236.939 ,, 50.043 ,, 0 , 0 ,, 235.052 , 0 ,, 0 
 212175583 ,"28/02/2013 15:40:00",,, 0 , 0 ,, 0 , 238.093 , 30.992 , 0 , 237.248 ,, 50.023 ,, 0 , 0 ,, 236.052 , 0 ,,
 212175583 ,"28/02/2013 15:50:00",,, 0 , 0 ,, 0 , 238.175 , 30.992 , 0 , 237.042 ,, 49.969 ,, 0 , 0 ,, 235.186 , 0 ,,
 212175583 ,"28/02/2013 16:00:00", 0 ,, 0 , 0 ,, 0 , 238.351 , 30.992 , 0 , 237.413 ,, 49.969 ,, 0 , 0 ,, 236.289 , 0 ,, 0 
 212175583 ,"28/02/2013 16:10:00",,, 0 , 0.113 ,, 0 , 239.124 , 30.992 , 0 , 238.361 ,, 50.051 ,, 0 , 0 ,, 236.866 , 0 ,,
 212175583 ,"28/02/2013 16:20:00",,, 0 , 0 ,, 0 , 239.227 , 30.992 , 0 , 238.175 ,, 49.977 ,, 0 , 0 ,, 236.918 , 0 ,,
 212175583 ,"28/02/2013 16:30:00", 0 ,, 0 , 0 ,, 0 , 239.196 , 30.992 , 0 , 238.206 ,, 49.941 ,, 0 , 0 ,, 237.093 , 0 ,, 0 
 212175583 ,"28/02/2013 16:40:00",,, 0 , 0 ,, 0 , 238.917 , 30.992 , 0 , 238.227 ,, 50.047 ,, 0 , 0 ,, 236.598 , 0 ,,
 212175583 ,"28/02/2013 16:50:00",,, 0 , 0 ,, 0 , 239.041 , 30.992 , 0 , 238.021 ,, 49.977 ,, 0 , 0 ,, 237.021 , 0 ,,
 212175583 ,"28/02/2013 17:00:00", 0 ,, 0 , 0 ,, 0 , 238.649 , 30.992 , 0 , 237.835 ,, 49.977 ,, 0 , 0 ,, 236.908 , 0 ,, 0 
 212175583 ,"28/02/2013 17:10:00",,, 0 , 0.155 ,, 0 , 238.948 , 30.992 , 0 , 237.876 ,, 50.016 ,, 0 , 0 ,, 236.588 , 0 ,,
 212175583 ,"28/02/2013 17:20:00",,, 0 , 0 ,, 0 , 239.165 , 30.992 , 0 , 238.155 ,, 49.98 ,, 0 , 0 ,, 237.145 , 0 ,,
 212175583 ,"28/02/2013 17:30:00", 0 ,, 0 , 0 ,, 0 , 238.464 , 30.992 , 0 , 237.536 ,, 49.918 ,, 0 , 0 ,, 236.64 , 0 ,, 0 
 212175583 ,"28/02/2013 17:40:00",,, 0 , 0 ,, 0 , 238.227 , 30.992 , 0 , 237.526 ,, 49.992 ,, 0 , 0 ,, 236.258 , 0 ,,
 212175583 ,"28/02/2013 17:50:00",,, 0 , 0 ,, 0 , 238.351 , 30.992 , 0 , 236.732 ,, 49.965 ,, 0 , 0 ,, 234.084 , 0 ,,
 212175583 ,"28/02/2013 18:00:00", 0 ,, 0 , 0 ,, 0 , 235.733 , 30.992 , 0 , 233.97 ,, 50.023 ,, 0 , 0 ,, 232.352 , 0 ,, 0 
