"SerialNo","ReadingDate","Import Wh Total","Q3 Wh Total","Current Main Maximum","Current Main Minimum","Signal Strength","Voltage Main Maximum","Q1 Wh Total","Voltage Total","System Frequency","Q4 Wh Total","Apparant Power Total (VA)","Voltage Main Minimum","Q2 Wh Total","Export Wh Total"
 212175501 ,"15/01/2013 03:30:00", 0.002 , 0 , 0.178 , 0.06 , 0 , 248.348 , 0 , 247.441 , 50.043 , 0.001 , 0.015 , 246.142 , 0 , 0 
 212175501 ,"15/01/2013 03:40:00",, 0 , 0.185 , 0.06 , 0 , 248.142 , 0 , 247.183 , 50.02 , 0 , 0.015 , 246.091 , 0 ,
 212175501 ,"15/01/2013 03:50:00",, 0 , 0.212 , 0.06 , 0 , 248.43 , 0 , 247.791 , 50.047 , 0.001 , 0.015 , 246.699 , 0 ,
 212175501 ,"15/01/2013 04:00:00", 0.002 , 0 , 0.185 , 0.06 , 0 , 248.482 , 0 , 246.142 , 50.098 , 0.001 , 0.015 , 241.772 , 0 , 0 
 212175501 ,"15/01/2013 04:10:00",, 0 , 0.178 , 0.06 , 0 , 244.019 , 0 , 243.03 , 49.984 , 0.001 , 0.015 , 241.865 , 0 ,
 212175501 ,"15/01/2013 04:20:00",, 0 , 0.178 , 0.06 , 0 , 243.339 , 0 , 242.597 , 49.918 , 0 , 0.015 , 241.453 , 0 ,
 212175501 ,"15/01/2013 04:30:00", 0.002 , 0 , 0.181 , 0.06 , 0 , 243.401 , 0 , 242.772 , 49.973 , 0.001 , 0.015 , 241.772 , 0 , 0 
 212175501 ,"15/01/2013 04:40:00",, 0 , 0.185 , 0.06 , 0 , 243.524 , 0 , 242.329 , 49.965 , 0.001 , 0.015 , 240.649 , 0 ,
 212175501 ,"15/01/2013 04:50:00",, 0 , 0.174 , 0.06 , 0 , 244.576 , 0 , 243.658 , 49.988 , 0.001 , 0.015 , 241.628 , 0 ,
 212175501 ,"15/01/2013 05:00:00", 0.002 , 0 , 0.181 , 0.06 , 0 , 245.153 , 0 , 243.638 , 49.961 , 0 , 0.015 , 240.639 , 0 , 0 
 212175501 ,"15/01/2013 05:10:00",, 0 , 0.193 , 0.064 , 0 , 248.544 , 0 , 244.947 , 49.922 , 0.001 , 0.015 , 239.793 , 0 ,
 212175501 ,"15/01/2013 05:20:00",, 0 , 0.185 , 0.064 , 0 , 249.111 , 0 , 247.791 , 49.922 , 0.001 , 0.015 , 245.215 , 0 ,
 212175501 ,"15/01/2013 05:30:00", 0.003 , 0 , 0.181 , 0.064 , 0 , 249.935 , 0 , 247.678 , 49.961 , 0.001 , 0.015 , 245.184 , 0 , 0 
 212175501 ,"15/01/2013 05:40:00",, 0 , 0.178 , 0.064 , 0 , 248.523 , 0 , 246.637 , 49.922 , 0 , 0.015 , 243.535 , 0 ,
 212175501 ,"15/01/2013 05:50:00",, 0 , 0.178 , 0.064 , 0 , 247.76 , 0 , 245.606 , 49.949 , 0.001 , 0.015 , 242.751 , 0 ,
 212175501 ,"15/01/2013 06:00:00", 0.002 , 0 , 0.2 , 0.064 , 0 , 246.73 , 0 , 244.462 , 50.047 , 0.001 , 0.015 , 239.464 , 0 , 0 
 212175501 ,"15/01/2013 06:10:00",, 0 , 0.17 , 0.064 , 0 , 245.215 , 0 , 242.051 , 49.961 , 0.001 , 0.015 , 238.794 , 0 ,
 212175501 ,"15/01/2013 06:20:00",, 0 , 0.178 , 0.06 , 0 , 244.926 , 0 , 242.329 , 50.004 , 0 , 0.015 , 237.866 , 0 ,
 212175501 ,"15/01/2013 06:30:00", 0.002 , 0 , 0.174 , 0.064 , 0 , 245.39 , 0 , 242.514 , 49.961 , 0.001 , 0.015 , 238.897 , 0 , 0 
 212175501 ,"15/01/2013 06:40:00",, 0 , 0.189 , 0.064 , 0 , 247.678 , 0 , 243.638 , 50.063 , 0.001 , 0.015 , 239.319 , 0 ,
 212175501 ,"15/01/2013 06:50:00",, 0 , 0.185 , 0.06 , 0 , 246.39 , 0 , 242.648 , 49.984 , 0.001 , 0.015 , 238.505 , 0 ,
 212175501 ,"15/01/2013 07:00:00", 0.002 , 0 , 0.189 , 0.06 , 0 , 248.183 , 0 , 242.391 , 49.957 , 0 , 0.015 , 237.392 , 0 , 0 
 212175501 ,"15/01/2013 07:10:00",, 0 , 0.181 , 0.064 , 0 , 248.224 , 0 , 242.617 , 50.023 , 0.001 , 0.015 , 238.021 , 0 ,
 212175501 ,"15/01/2013 07:20:00",, 0 , 0.204 , 0.06 , 0 , 246.05 , 0 , 242.38 , 49.887 , 0.001 , 0.015 , 238.392 , 0 ,
 212175501 ,"15/01/2013 07:30:00", 0.002 , 0 , 0.181 , 0.06 , 0 , 245.04 , 0 , 241.236 , 49.969 , 0 , 0.015 , 237.722 , 0 , 0 
 212175501 ,"15/01/2013 07:40:00",, 0 , 0.174 , 0.06 , 0 , 245.019 , 0 , 241.175 , 50.012 , 0.001 , 0.015 , 235.949 , 0 ,
 212175501 ,"15/01/2013 07:50:00",, 0 , 0.178 , 0.057 , 0 , 246.05 , 0 , 241.68 , 50.008 , 0.001 , 0.01 , 236.114 , 0 ,
 212175501 ,"15/01/2013 08:00:00", 0.003 , 0 , 0.185 , 0.057 , 0 , 245.174 , 0 , 241.68 , 49.969 , 0.001 , 0.01 , 237.536 , 0 , 0 
 212175501 ,"15/01/2013 08:10:00",, 0 , 0.185 , 0.057 , 0 , 246.235 , 0 , 240.865 , 49.953 , 0 , 0.01 , 233.434 , 0 ,
 212175501 ,"15/01/2013 08:20:00",, 0 , 0.189 , 0.06 , 0 , 244.751 , 0 , 241.01 , 49.977 , 0.001 , 0.015 , 237.237 , 0 ,
 212175501 ,"15/01/2013 08:30:00", 0.002 , 0 , 0.185 , 0.06 , 0 , 245.194 , 0 , 241.391 , 50.07 , 0.001 , 0.015 , 236.959 , 0 , 0 
 212175501 ,"15/01/2013 08:40:00",, 0 , 0.2 , 0.057 , 0 , 246.967 , 0 , 242.02 , 50.066 , 0.001 , 0.01 , 234.496 , 0 ,
 212175501 ,"15/01/2013 08:50:00",, 0 , 0.181 , 0.057 , 0 , 245.988 , 0 , 241.875 , 50.016 , 0 , 0.015 , 236.011 , 0 ,
 212175501 ,"15/01/2013 09:00:00", 0.002 , 0 , 0.189 , 0.06 , 0 , 244.091 , 0 , 240.566 , 49.961 , 0.001 , 0.015 , 233.981 , 0 , 0 
 212175501 ,"15/01/2013 09:10:00",, 0 , 0.185 , 0.057 , 0 , 243.947 , 0 , 240.814 , 50.035 , 0.001 , 0.01 , 235.722 , 0 ,
 212175501 ,"15/01/2013 09:20:00",, 0 , 0.189 , 0.057 , 0 , 244.741 , 0 , 240.68 , 49.973 , 0.001 , 0.015 , 235.403 , 0 ,
 212175501 ,"15/01/2013 09:30:00", 0.002 , 0 , 0.174 , 0.06 , 0 , 245.813 , 0 , 240.948 , 49.965 , 0 , 0.015 , 234.949 , 0 , 0 
 212175501 ,"15/01/2013 09:40:00",, 0 , 0.174 , 0.06 , 0 , 246.07 , 0 , 242.36 , 49.98 , 0.001 , 0.015 , 237.227 , 0 ,
 212175501 ,"15/01/2013 09:50:00",, 0 , 0.185 , 0.057 , 0 , 246.771 , 0 , 243.349 , 50.027 , 0.001 , 0.015 , 238.433 , 0 ,
 212175501 ,"15/01/2013 10:00:00", 0.003 , 0 , 0.181 , 0.057 , 0 , 247.493 , 0 , 244.349 , 50.031 , 0.001 , 0.015 , 239.196 , 0 , 0 
 212175501 ,"15/01/2013 10:10:00",, 0 , 0.185 , 0.06 , 0 , 247.194 , 0 , 244.215 , 49.984 , 0 , 0.015 , 239.917 , 0 ,
 212175501 ,"15/01/2013 10:20:00",, 0 , 0.185 , 0.057 , 0 , 246.895 , 0 , 243.875 , 49.965 , 0.001 , 0.015 , 239.567 , 0 ,
 212175501 ,"15/01/2013 10:30:00", 0.002 , 0 , 0.178 , 0.06 , 0 , 246.596 , 0 , 243.37 , 49.988 , 0.001 , 0.015 , 238.577 , 0 , 0 
 212175501 ,"15/01/2013 10:40:00",, 0 , 0.246 , 0.06 , 0 , 246.441 , 0 , 242.834 , 49.969 , 0.001 , 0.015 , 238.886 , 0 ,
 212175501 ,"15/01/2013 10:50:00",, 0 , 0.2 , 0.06 , 0 , 247.286 , 0 , 243.586 , 50.039 , 0 , 0.015 , 239.237 , 0 ,
 212175501 ,"15/01/2013 11:00:00", 0.002 , 0 , 0.189 , 0.06 , 0 , 246.678 , 0 , 243.267 , 49.984 , 0.001 , 0.015 , 239.216 , 0 , 0 
 212175501 ,"15/01/2013 11:10:00",, 0 , 0.174 , 0.06 , 0 , 246.843 , 0 , 243.731 , 50.066 , 0.001 , 0.015 , 240.051 , 0 ,
 212175501 ,"15/01/2013 11:20:00",, 0 , 0.193 , 0.06 , 0 , 247.575 , 0 , 244.287 , 50.094 , 0.001 , 0.015 , 240.041 , 0 ,
 212175501 ,"15/01/2013 11:30:00", 0.003 , 0 , 0.174 , 0.06 , 0 , 248.018 , 0 , 244.875 , 50.09 , 0.001 , 0.015 , 240.659 , 0 , 0 
 212175501 ,"15/01/2013 11:40:00",, 0 , 0.181 , 0.06 , 0 , 248.255 , 0 , 244.926 , 50.047 , 0 , 0.015 , 239.525 , 0 ,
 212175501 ,"15/01/2013 11:50:00",, 0 , 0.178 , 0.06 , 0 , 248.41 , 0 , 245.04 , 50.055 , 0.001 , 0.015 , 240.628 , 0 ,
 212175501 ,"15/01/2013 12:00:00", 0.002 , 0 , 0.166 , 0.06 , 0 , 247.987 , 0 , 245.174 , 50.004 , 0.001 , 0.015 , 242.092 , 0 , 0 
 212175501 ,"15/01/2013 12:10:00",, 0 , 0.17 , 0.06 , 0 , 248.554 , 0 , 244.895 , 50.02 , 0.001 , 0.015 , 241.02 , 0 ,
 212175501 ,"15/01/2013 12:20:00",, 0 , 0.197 , 0.06 , 0 , 249.049 , 0 , 245.833 , 50.09 , 0 , 0.015 , 240.762 , 0 ,
 212175501 ,"15/01/2013 12:30:00", 0.002 , 0 , 0.208 , 0.06 , 0 , 248.812 , 0 , 244.998 , 50.031 , 0.001 , 0.015 , 240.515 , 0 , 0 
 212175501 ,"15/01/2013 12:40:00",, 0 , 0.174 , 0.064 , 0 , 247.956 , 0 , 244.504 , 49.973 , 0.001 , 0.015 , 240.752 , 0 ,
 212175501 ,"15/01/2013 12:50:00",, 0 , 0.181 , 0.06 , 0 , 248.183 , 0 , 245.225 , 50.078 , 0.001 , 0.015 , 241.247 , 0 ,
 212175501 ,"15/01/2013 13:00:00", 0.002 , 0 , 0.174 , 0.06 , 0 , 248.059 , 0 , 244.638 , 50.02 , 0 , 0.015 , 240.134 , 0 , 0 
 212175501 ,"15/01/2013 13:10:00",, 0 , 0.178 , 0.064 , 0 , 249.038 , 0 , 245.39 , 49.973 , 0.001 , 0.015 , 241.504 , 0 ,
 212175501 ,"15/01/2013 13:20:00",, 0 , 0.189 , 0.06 , 0 , 249.925 , 0 , 246.637 , 50 , 0.001 , 0.015 , 242.824 , 0 ,
 212175501 ,"15/01/2013 13:30:00", 0.003 , 0 , 0.185 , 0.06 , 0 , 250.203 , 0 , 245.503 , 50.027 , 0.001 , 0.015 , 241.556 , 0 , 0 
 212175501 ,"15/01/2013 13:40:00",, 0 , 0.197 , 0.06 , 0 , 248.657 , 0 , 245.07 , 50.012 , 0 , 0.015 , 240.731 , 0 ,
 212175501 ,"15/01/2013 13:50:00",, 0 , 0.193 , 0.06 , 0 , 248.843 , 0 , 246.245 , 49.961 , 0.001 , 0.015 , 241.401 , 0 ,
 212175501 ,"15/01/2013 14:00:00", 0.002 , 0 , 0.189 , 0.06 , 0 , 248.348 , 0 , 245.04 , 50.063 , 0.001 , 0.015 , 241.453 , 0 , 0 
 212175501 ,"15/01/2013 14:10:00",, 0 , 0.17 , 0.06 , 0 , 246.833 , 0 , 243.607 , 50.059 , 0.001 , 0.015 , 239.144 , 0 ,
 212175501 ,"15/01/2013 14:20:00",, 0 , 0.181 , 0.064 , 0 , 246.153 , 0 , 242.741 , 49.949 , 0 , 0.015 , 238.845 , 0 ,
 212175501 ,"15/01/2013 14:30:00", 0.002 , 0 , 0.181 , 0.06 , 0 , 246.998 , 0 , 243.112 , 49.977 , 0.001 , 0.015 , 237.712 , 0 , 0 
 212175501 ,"15/01/2013 14:40:00",, 0 , 0.189 , 0.064 , 0 , 248.204 , 0 , 244.081 , 49.957 , 0.001 , 0.015 , 239.175 , 0 ,
 212175501 ,"15/01/2013 14:50:00",, 0 , 0.197 , 0.064 , 0 , 246.987 , 0 , 244.38 , 49.977 , 0.001 , 0.015 , 239.103 , 0 ,
 212175501 ,"15/01/2013 15:00:00", 0.003 , 0 , 0.185 , 0.06 , 0 , 248.111 , 0 , 244.565 , 49.957 , 0.001 , 0.015 , 240.855 , 0 , 0 
 212175501 ,"15/01/2013 15:10:00",, 0 , 0.185 , 0.064 , 0 , 247.74 , 0 , 244.761 , 49.984 , 0 , 0.015 , 240.814 , 0 ,
 212175501 ,"15/01/2013 15:20:00",, 0 , 0.17 , 0.064 , 0 , 245.957 , 0 , 243.267 , 49.969 , 0.001 , 0.015 , 240.278 , 0 ,
 212175501 ,"15/01/2013 15:30:00", 0.002 , 0 , 0.185 , 0.064 , 0 , 246.606 , 0 , 242.947 , 49.957 , 0.001 , 0.015 , 237.578 , 0 , 0 
 212175501 ,"15/01/2013 15:40:00",, 0 , 0.185 , 0.064 , 0 , 245.101 , 0 , 241.999 , 49.957 , 0.001 , 0.015 , 238.412 , 0 ,
 212175501 ,"15/01/2013 15:50:00",, 0 , 0.215 , 0.064 , 0 , 244.122 , 0 , 240.34 , 49.934 , 0 , 0.015 , 235.393 , 0 ,
 212175501 ,"15/01/2013 16:00:00", 0.002 , 0 , 0.193 , 0.064 , 0 , 245.04 , 0 , 241.793 , 49.988 , 0.001 , 0.015 , 237.464 , 0 , 0 
 212175501 ,"15/01/2013 16:10:00",, 0 , 0.193 , 0.064 , 0 , 245.926 , 0 , 241.71 , 50.051 , 0.001 , 0.015 , 235.753 , 0 ,
 212175501 ,"15/01/2013 16:20:00",, 0 , 0.185 , 0.064 , 0 , 245.122 , 0 , 240.515 , 49.973 , 0.001 , 0.015 , 235.114 , 0 ,
 212175501 ,"15/01/2013 16:30:00", 0.002 , 0 , 0.181 , 0.064 , 0 , 248.698 , 0 , 243.916 , 50.043 , 0 , 0.015 , 237.949 , 0 , 0 
 212175501 ,"15/01/2013 16:40:00",, 0 , 0.189 , 0.064 , 0 , 246.75 , 0 , 242.576 , 50 , 0.001 , 0.015 , 237.186 , 0 ,
 212175501 ,"15/01/2013 16:50:00",, 0 , 0.2 , 0.06 , 0 , 246.627 , 0 , 242.442 , 49.945 , 0.001 , 0.015 , 238.309 , 0 ,
 212175501 ,"15/01/2013 17:00:00", 0.003 , 0 , 0.178 , 0.064 , 0 , 248.121 , 0 , 244.153 , 49.957 , 0.001 , 0.015 , 239.041 , 0 , 0 
 212175501 ,"15/01/2013 17:10:00",, 0 , 0.174 , 0.064 , 0 , 249.142 , 0 , 244.689 , 50.023 , 0 , 0.015 , 238.639 , 0 ,
 212175501 ,"15/01/2013 17:20:00",, 0 , 0.178 , 0.064 , 0 , 248.667 , 0 , 243.957 , 49.953 , 0.001 , 0.015 , 239.525 , 0 ,
 212175501 ,"15/01/2013 17:30:00", 0.002 , 0 , 0.178 , 0.064 , 0 , 247.699 , 0 , 242.813 , 49.965 , 0.001 , 0.015 , 238.474 , 0 , 0 
 212175501 ,"15/01/2013 17:40:00",, 0 , 0.189 , 0.064 , 0 , 245.854 , 0 , 242.288 , 49.988 , 0.001 , 0.015 , 237.371 , 0 ,
 212175501 ,"15/01/2013 17:50:00",, 0 , 0.2 , 0.064 , 0 , 245.874 , 0 , 242.401 , 50.008 , 0.001 , 0.015 , 236.207 , 0 ,
 212175501 ,"15/01/2013 18:00:00", 0.002 , 0 , 0.193 , 0.064 , 0 , 247.462 , 0 , 242.916 , 50.02 , 0 , 0.015 , 238.835 , 0 , 0 
 212175501 ,"15/01/2013 18:10:00",, 0 , 0.185 , 0.06 , 0 , 246.616 , 0 , 242.453 , 49.973 , 0.001 , 0.015 , 237.526 , 0 ,
 212175501 ,"15/01/2013 18:20:00",, 0 , 0.185 , 0.06 , 0 , 245.421 , 0 , 241.298 , 49.957 , 0.001 , 0.015 , 236.011 , 0 ,
 212175501 ,"15/01/2013 18:30:00", 0.003 , 0 , 0.185 , 0.064 , 0 , 245.328 , 0 , 240.639 , 49.957 , 0.001 , 0.015 , 236.001 , 0 , 0 
 212175501 ,"15/01/2013 18:40:00",, 0 , 0.181 , 0.06 , 0 , 248.059 , 0 , 240.711 , 49.922 , 0 , 0.015 , 234.444 , 0 ,
 212175501 ,"15/01/2013 18:50:00",, 0 , 0.181 , 0.06 , 0 , 249.111 , 0 , 245.308 , 49.98 , 0.001 , 0.015 , 241.164 , 0 ,
 212175501 ,"15/01/2013 19:00:00", 0.002 , 0 , 0.193 , 0.064 , 0 , 249.822 , 0 , 245.431 , 49.992 , 0.001 , 0.015 , 240.36 , 0 , 0 
 212175501 ,"15/01/2013 19:10:00",, 0 , 0.185 , 0.064 , 0 , 249.049 , 0 , 245.112 , 49.918 , 0.001 , 0.015 , 238.351 , 0 ,
 212175501 ,"15/01/2013 19:20:00",, 0 , 0.181 , 0.064 , 0 , 248.853 , 0 , 245.019 , 49.957 , 0.001 , 0.015 , 240.505 , 0 ,
 212175501 ,"15/01/2013 19:30:00", 0.002 , 0 , 0.189 , 0.064 , 0 , 249.049 , 0 , 245.256 , 50.008 , 0 , 0.015 , 241.03 , 0 , 0 
 212175501 ,"15/01/2013 19:40:00",, 0 , 0.185 , 0.064 , 0 , 249.564 , 0 , 245.648 , 50.008 , 0.001 , 0.015 , 241.422 , 0 ,
 212175501 ,"15/01/2013 19:50:00",, 0 , 0.189 , 0.064 , 0 , 250.956 , 0 , 246.225 , 49.93 , 0.001 , 0.015 , 242.669 , 0 ,
 212175501 ,"15/01/2013 20:00:00", 0.003 , 0 , 0.174 , 0.064 , 0 , 250.152 , 0 , 242.545 , 50.035 , 0.001 , 0.015 , 237.794 , 0 , 0 
 212175501 ,"15/01/2013 20:10:00",, 0 , 0.189 , 0.064 , 0 , 245.06 , 0 , 241.144 , 49.969 , 0 , 0.015 , 237.413 , 0 ,
 212175501 ,"15/01/2013 20:20:00",, 0 , 0.204 , 0.064 , 0 , 246.853 , 0 , 242.576 , 49.961 , 0.001 , 0.015 , 237.176 , 0 ,
 212175501 ,"15/01/2013 20:30:00", 0.002 , 0 , 0.189 , 0.064 , 0 , 247.194 , 0 , 244.091 , 50 , 0.001 , 0.015 , 237.134 , 0 , 0 
 212175501 ,"15/01/2013 20:40:00",, 0 , 0.189 , 0.068 , 0 , 248.616 , 0 , 245.297 , 49.984 , 0.001 , 0.015 , 241.752 , 0 ,
 212175501 ,"15/01/2013 20:50:00",, 0 , 0.2 , 0.064 , 0 , 248.142 , 0 , 244.236 , 49.977 , 0.001 , 0.015 , 239.659 , 0 ,
 212175501 ,"15/01/2013 21:00:00", 0.002 , 0 , 0.181 , 0.064 , 0 , 249.1 , 0 , 245.462 , 50.008 , 0 , 0.015 , 241.236 , 0 , 0 
 212175501 ,"15/01/2013 21:10:00",, 0 , 0.181 , 0.064 , 0 , 249.482 , 0 , 245.009 , 49.957 , 0.001 , 0.015 , 238.577 , 0 ,
 212175501 ,"15/01/2013 21:20:00",, 0 , 0.185 , 0.064 , 0 , 246.318 , 0 , 242.205 , 49.988 , 0.001 , 0.015 , 236.454 , 0 ,
 212175501 ,"15/01/2013 21:30:00", 0.003 , 0 , 0.181 , 0.064 , 0 , 247.833 , 0 , 242.556 , 49.941 , 0.001 , 0.015 , 237.794 , 0 , 0 
 212175501 ,"15/01/2013 21:40:00",, 0 , 0.185 , 0.064 , 0 , 248.286 , 0 , 244.72 , 49.98 , 0 , 0.015 , 240.195 , 0 ,
 212175501 ,"15/01/2013 21:50:00",, 0 , 0.17 , 0.064 , 0 , 248.008 , 0 , 245.699 , 49.938 , 0.001 , 0.015 , 241.535 , 0 ,
 212175501 ,"15/01/2013 22:00:00", 0.002 , 0 , 0.185 , 0.064 , 0 , 247.637 , 0 , 243.628 , 49.969 , 0.001 , 0.015 , 239.319 , 0 , 0 
 212175501 ,"15/01/2013 22:10:00",, 0 , 0.185 , 0.064 , 0 , 246.771 , 0 , 242.999 , 49.98 , 0.001 , 0.015 , 239.484 , 0 ,
 212175501 ,"15/01/2013 22:20:00",, 0 , 0.185 , 0.064 , 0 , 248.08 , 0 , 245.256 , 49.938 , 0 , 0.015 , 241.989 , 0 ,
 212175501 ,"15/01/2013 22:30:00", 0.002 , 0 , 0.185 , 0.064 , 0 , 249.657 , 0 , 246.555 , 49.996 , 0.001 , 0.015 , 243.37 , 0 , 0 
 212175501 ,"15/01/2013 22:40:00",, 0 , 0.181 , 0.068 , 0 , 249.028 , 0 , 245.586 , 49.938 , 0.001 , 0.015 , 242.638 , 0 ,
 212175501 ,"15/01/2013 22:50:00",, 0 , 0.174 , 0.064 , 0 , 248.698 , 0 , 245.936 , 49.953 , 0.001 , 0.015 , 242.483 , 0 ,
 212175501 ,"15/01/2013 23:00:00", 0.003 , 0 , 0.189 , 0.068 , 0 , 250.626 , 0 , 246.616 , 49.98 , 0.001 , 0.015 , 242.009 , 0 , 0 
 212175501 ,"15/01/2013 23:10:00",, 0 , 0.2 , 0.064 , 13.107 , 247.884 , 0 , 242.545 , 49.973 , 0 , 0.015 , 237.145 , 0 ,
 212175501 ,"15/01/2013 23:20:00",, 0 , 0.079 , 0.064 , 23.994 , 245.782 , 0 , 242.102 , 50.031 , 0.001 , 0.015 , 238.577 , 0 ,
 212175501 ,"15/01/2013 23:30:00", 0.002 , 0 , 0.083 , 0.064 , 23.994 , 246.039 , 0 , 243.524 , 50.035 , 0.001 , 0.015 , 239.515 , 0 , 0 
 212175501 ,"15/01/2013 23:40:00",, 0 , 0.076 , 0.064 , 23.423 , 244.462 , 0 , 241.948 , 49.992 , 0.001 , 0.015 , 237.784 , 0 ,
 212175501 ,"15/01/2013 23:50:00",, 0 , 0.079 , 0.064 , 23.137 , 244.277 , 0 , 241.463 , 49.988 , 0 , 0.015 , 238.32 , 0 ,
 212175501 ,16/01/2013 , 0.002 , 0 , 0.079 , 0.064 , 23.654 , 246.678 , 0 , 243.514 , 50.074 , 0.001 , 0.015 , 238.217 , 0 , 0 
 212175501 ,"16/01/2013 00:10:00",, 0 , 0.125 , 0.064 , 23.368 , 247.266 , 0 , 244.297 , 50 , 0.001 , 0.015 , 240.824 , 0 ,
 212175501 ,"16/01/2013 00:20:00",, 0 , 0.079 , 0.064 , 23.533 , 248.616 , 0 , 246.297 , 50.063 , 0.001 , 0.015 , 243.205 , 0 ,
 212175501 ,"16/01/2013 00:30:00", 0.002 , 0 , 0.166 , 0.064 , 23.994 , 249.162 , 0 , 246.926 , 49.996 , 0 , 0.015 , 243.545 , 0 , 0 
