"SerialNo","ReadingDate","THD Current Phase B","THD Voltage Phase C","Import Wh Total","Reactive Power Phase B (vars)","Active Power Phase C (Watts)","Voltage Phase A","Voltage PhaseA Maximum","THD Voltage Phase A","Voltage PhaseB Minimum","Active Power Phase A (Watts)","THD Current Phase C","Voltage PhaseA Minimum","THD Current Phase A","Voltage PhaseC Maximum","Voltage Phase B","Reactive Power Phase C (vars)","Active Power Phase B (Watts)","Voltage PhaseC Minimum","Voltage Phase C","THD Voltage Phase B","Reactive Power Phase A (vars)","Voltage PhaseB Maximum","Export Wh Total"
 212524143 ,"23/11/2013 06:50:00", 15.601 , 1.549 , 0 , 0.082 , 0 , 243.494 , 244.05 , 2.01 , 245.277 , 0 , 18.424 , 242.865 , 17.809 , 247.307 , 245.802 ,-0.123 , 0 , 246.379 , 246.843 , 2.087 , 0.082 , 246.204 , 0 
 212524143 ,"23/11/2013 07:00:00", 17.358 , 1.505 , 0 , 0.082 , 0 , 243.494 , 243.823 , 2.01 , 245.081 , 0 , 23.269 , 242.844 , 22.632 , 247.379 , 245.813 ,-0.123 , 0 , 245.874 , 246.864 , 2.054 , 0.082 , 246.287 , 0 
 212524143 ,"23/11/2013 07:10:00", 23.687 , 1.406 , 0 , 0.082 , 0 , 242.185 , 243.473 , 1.747 , 243.535 , 0 , 30.498 , 241.113 , 30.751 , 246.853 , 244.411 ,-0.123 , 0 , 244.545 , 245.493 , 1.692 , 0.082 , 245.606 , 0 
 212524143 ,"23/11/2013 07:20:00", 25.291 , 1.296 , 0 , 0.082 , 0 , 241.164 , 241.669 , 1.582 , 243.03 , 0 , 31.816 , 240.257 , 32.937 , 245.369 , 243.679 ,-0.123 , 0 , 243.36 , 244.751 , 1.439 , 0.082 , 244.163 , 0 
 212524143 ,"23/11/2013 07:30:00", 24.511 , 1.296 , 0 , 0.082 , 0 , 241.195 , 242.133 , 1.538 , 242.958 , 0 , 32.344 , 240.443 , 32.091 , 245.792 , 243.617 ,-0.123 , 0 , 244.194 , 244.772 , 1.362 , 0.082 , 244.524 , 0 
 212524143 ,"23/11/2013 07:40:00", 24.434 , 1.274 , 0 , 0.082 , 0 , 243.164 , 243.947 , 1.549 , 243.957 , 0 , 31.729 , 241.638 , 31.805 , 247.348 , 245.555 ,-0.123 , 0 , 244.019 , 246.431 , 1.351 , 0.082 , 246.194 , 0 
 212524143 ,"23/11/2013 07:50:00", 24.291 , 1.23 , 0 , 0.082 , 0 , 242.937 , 243.545 , 1.527 , 244.699 , 0 , 31.959 , 242.432 , 31.366 , 246.853 , 245.359 ,-0.123 , 0 , 245.318 , 246.276 , 1.307 , 0.082 , 245.988 , 0 
 212524143 ,"23/11/2013 08:00:00", 24.664 , 1.274 , 0 , 0.082 , 0 , 242.195 , 242.782 , 1.505 , 243.916 , 0 , 32.069 , 241.587 , 31.882 , 246.091 , 244.565 ,-0.123 , 0 , 245.215 , 245.689 , 1.329 , 0.082 , 245.091 , 0 
 212524143 ,"23/11/2013 08:10:00", 24.049 , 1.296 , 0 , 0.082 , 0 , 242.793 , 245.658 , 1.483 , 242.772 , 0 , 32.498 , 240.536 , 31.344 , 249.1 , 245.132 ,-0.123 , 0 , 243.617 , 246.07 , 1.318 , 0.082 , 247.967 , 0 
 212524143 ,"23/11/2013 08:20:00", 23.873 , 1.274 , 0 , 0.082 , 0 , 243.926 , 244.431 , 1.626 , 245.679 , 0 , 32.366 , 243.421 , 31.564 , 248.09 , 246.122 ,-0.123 , 0 , 246.421 , 247.451 , 1.329 , 0.082 , 246.699 , 0 
 212524143 ,"23/11/2013 08:30:00", 23.862 , 1.252 , 0 , 0.082 , 0 , 243.731 , 244.267 , 1.681 , 245.06 , 0 , 31.97 , 242.978 , 31.498 , 247.791 , 245.967 ,-0.123 , 0 , 246.287 , 247.183 , 1.307 , 0.082 , 246.462 , 0 
 212524143 ,"23/11/2013 08:40:00", 24.379 , 1.285 , 0 , 0.082 , 0 , 243.123 , 243.792 , 1.791 , 244.967 , 0 , 30.872 , 242.164 , 31.014 , 246.874 , 245.514 ,-0.123 , 0 , 245.39 , 246.369 , 1.395 , 0.082 , 246.019 , 0 
 212524143 ,"23/11/2013 08:50:00", 21.302 , 1.263 , 0 , 0.082 , 0 , 243.731 , 244.648 , 1.802 , 244.555 , 0 , 29.531 , 242.772 , 28.762 , 247.173 , 245.792 ,-0.123 , 0 , 245.586 , 246.586 , 1.384 , 0.082 , 246.513 , 0 
 212524143 ,"23/11/2013 09:00:00", 17.831 , 1.241 , 0 , 0.082 , 0 , 243.72 , 244.401 , 1.758 , 245.009 , 0 , 25.115 , 243.04 , 25.247 , 247.152 , 245.658 ,-0.123 , 0 , 245.823 , 246.586 , 1.428 , 0.082 , 246.204 , 0 
 212524143 ,"23/11/2013 09:10:00", 18.116 , 1.252 , 0 , 0.082 , 0 , 242.545 , 243.504 , 1.681 , 244.194 , 0 , 25.477 , 241.793 , 25.785 , 246.534 , 244.782 ,-0.123 , 0 , 244.772 , 245.792 , 1.406 , 0.082 , 245.74 , 0 
 212524143 ,"23/11/2013 09:20:00", 18.116 , 1.23 , 0.01 , 0.082 , 0 , 242.442 , 243.545 , 1.681 , 243.731 , 0 , 25.115 , 240.938 , 25.17 , 246.967 , 244.813 ,-0.123 , 0 , 244.359 , 245.885 , 1.406 , 0.082 , 245.606 , 0 
 212524143 ,"23/11/2013 09:30:00", 17.545 , 1.176 , 0 , 0.082 , 0 , 242.782 , 243.442 , 1.681 , 244.287 , 0 , 25.851 , 242.051 , 25.642 , 246.75 , 245.029 ,-0.123 , 0 , 245.441 , 246.173 , 1.373 , 0.082 , 245.514 , 0 
 212524143 ,"23/11/2013 09:40:00", 18.105 , 1.198 , 0 , 0.082 , 0 , 242.329 , 242.958 , 1.659 , 244.081 , 0 , 25.796 , 241.814 , 25.477 , 246.555 , 244.607 ,-0.123 , 0 , 245.163 , 246.029 , 1.395 , 0.082 , 245.112 , 0 
 212524143 ,"23/11/2013 09:50:00", 18.171 , 1.198 , 0 , 0.082 , 0 , 242.277 , 242.813 , 1.516 , 243.823 , 0 , 26.114 , 241.484 , 25.082 , 246.421 , 244.359 ,-0.123 , 0 , 245.359 , 245.895 , 1.384 , 0.082 , 244.751 , 0 
 212524143 ,"23/11/2013 10:00:00", 19.369 , 1.219 , 0 , 0.082 , 0 , 242.38 , 243.318 , 1.516 , 243.731 , 0 , 26.763 , 241.329 , 27.191 , 246.75 , 244.638 ,-0.123 , 0 , 244.761 , 245.813 , 1.428 , 0.082 , 245.627 , 0 
 212524143 ,"23/11/2013 10:10:00", 19.204 , 1.219 , 0 , 0.082 , 0 , 242.267 , 242.978 , 1.494 , 243.947 , 0 , 26.741 , 241.597 , 27.07 , 246.462 , 244.648 ,-0.123 , 0 , 244.668 , 245.761 , 1.406 , 0.082 , 245.318 , 0 
 212524143 ,"23/11/2013 10:20:00", 19.457 , 1.198 , 0 , 0.082 , 0 , 241.865 , 242.576 , 1.527 , 243.968 , 0 , 26.916 , 241.226 , 27.795 , 246.153 , 244.442 ,-0.123 , 0 , 244.679 , 245.658 , 1.428 , 0.082 , 244.885 , 0 
 212524143 ,"23/11/2013 10:30:00", 19.457 , 1.208 , 0 , 0.082 , 0 , 242.082 , 242.7 , 1.549 , 243.298 , 0 , 26.796 , 241.082 , 27.158 , 246.338 , 244.473 ,-0.123 , 0 , 244.37 , 245.637 , 1.428 , 0.082 , 244.906 , 0 
 212524143 ,"23/11/2013 10:40:00", 19.303 , 1.252 , 0 , 0.082 , 0 , 241.999 , 242.453 , 1.648 , 243.36 , 0 , 26.818 , 241.061 , 27.059 , 245.905 , 244.318 ,-0.123 , 0 , 243.854 , 245.215 , 1.472 , 0.082 , 245.204 , 0 
 212524143 ,"23/11/2013 10:50:00", 19.138 , 1.208 , 0 , 0.082 , 0 , 242.03 , 242.463 , 1.681 , 244.029 , 0 , 26.312 , 241.494 , 27.697 , 245.977 , 244.658 ,-0.123 , 0 , 244.473 , 245.431 , 1.45 , 0.082 , 245.081 , 0 
 212524143 ,"23/11/2013 11:00:00", 19.226 , 1.274 , 0 , 0.082 , 0 , 241.927 , 242.463 , 1.571 , 244.029 , 0 , 26.4 , 241.484 , 27.356 , 246.173 , 244.442 ,-0.123 , 0 , 244.71 , 245.503 , 1.483 , 0.082 , 244.906 , 0 
 212524143 ,"23/11/2013 11:10:00", 19.556 , 1.274 , 0 , 0.082 , 0 , 242.123 , 242.906 , 1.571 , 243.638 , 0 , 26.675 , 241.216 , 27.158 , 246.07 , 244.596 ,-0.123 , 0 , 244.153 , 245.39 , 1.483 , 0.082 , 245.514 , 0 
 212524143 ,"23/11/2013 11:20:00", 19.116 , 1.274 , 0 , 0.082 , 0 , 242.628 , 243.133 , 1.648 , 244.627 , 0 , 25.697 , 241.741 , 27.048 , 246.843 , 245.225 ,-0.123 , 0 , 245.287 , 246.06 , 1.483 , 0.082 , 245.782 , 0 
 212524143 ,"23/11/2013 11:30:00", 19.171 , 1.263 , 0 , 0.082 , 0 , 242.782 , 243.38 , 1.593 , 244.483 , 0 , 26.96 , 242.082 , 27.29 , 246.843 , 245.277 ,-0.123 , 0 , 245.04 , 246.132 , 1.472 , 0.082 , 245.782 , 0 
 212524143 ,"23/11/2013 11:40:00", 19.303 , 1.274 , 0 , 0.082 , 0 , 242.494 , 243.04 , 1.626 , 244.081 , 0 , 26.301 , 241.844 , 27.125 , 246.091 , 244.854 ,-0.123 , 0 , 244.504 , 245.648 , 1.461 , 0.082 , 245.472 , 0.01 
 212524143 ,"23/11/2013 11:50:00", 19.336 , 1.285 , 0 , 0.082 , 0 , 242.442 , 243.174 , 1.571 , 243.782 , 0 , 26.741 , 241.71 , 27.147 , 246.482 , 245.009 ,-0.123 , 0 , 244.792 , 245.699 , 1.494 , 0.082 , 245.74 , 0 
 212524143 ,"23/11/2013 12:00:00", 19.907 , 1.241 , 0 , 0.082 , 0 , 242.648 , 243.226 , 1.549 , 244.442 , 0 , 27.125 , 241.783 , 27.806 , 246.771 , 245.225 ,-0.123 , 0 , 245.215 , 245.998 , 1.439 , 0.082 , 246.05 , 0 
 212524143 ,"23/11/2013 12:10:00", 19.16 , 1.296 , 0 , 0.082 , 0 , 242.391 , 242.927 , 1.604 , 244.009 , 0 , 25.488 , 241.855 , 26.971 , 246.214 , 244.813 ,-0.123 , 0 , 244.39 , 245.699 , 1.472 , 0.082 , 245.215 , 0 
 212524143 ,"23/11/2013 12:20:00", 19.083 , 1.318 , 0 , 0.082 , 0 , 242.319 , 242.71 , 1.571 , 244.06 , 0 , 25.686 , 241.844 , 26.389 , 245.895 , 244.751 ,-0.123 , 0 , 244.483 , 245.462 , 1.494 , 0.082 , 245.277 , 0 
 212524143 ,"23/11/2013 12:30:00", 19.523 , 1.329 , 0 , 0.082 , 0 , 242.401 , 242.978 , 1.56 , 243.164 , 0 , 26.84 , 241.577 , 27.213 , 245.833 , 244.555 ,-0.123 , 0 , 243.926 , 245.235 , 1.461 , 0.082 , 245.266 , 0 
 212524143 ,"23/11/2013 12:40:00", 19.248 , 1.329 , 0 , 0.082 , 0 , 242.855 , 243.39 , 1.615 , 244.009 , 0 , 27.301 , 242.298 , 27.125 , 246.812 , 245.06 ,-0.123 , 0 , 244.524 , 245.802 , 1.461 , 0.082 , 245.864 , 0 
 212524143 ,"23/11/2013 12:50:00", 19.391 , 1.263 , 0 , 0.082 , 0 , 243.36 , 243.865 , 1.637 , 244.431 , 0 , 26.906 , 242.793 , 27.982 , 247.142 , 245.617 ,-0.123 , 0 , 245.122 , 246.256 , 1.45 , 0.082 , 246.019 , 0 
 212524143 ,"23/11/2013 13:00:00", 19.017 , 1.241 , 0 , 0.082 , 0 , 243.741 , 244.133 , 1.648 , 245.009 , 0 , 26.532 , 243.164 , 26.653 , 246.998 , 245.72 ,-0.123 , 0 , 245.596 , 246.462 , 1.417 , 0.082 , 246.153 , 0 
 212524143 ,"23/11/2013 13:10:00", 19.138 , 1.285 , 0 , 0.082 , 0 , 243.792 , 244.452 , 1.648 , 244.73 , 0 , 26.356 , 243.071 , 26.444 , 247.606 , 245.864 ,-0.123 , 0 , 245.709 , 246.637 , 1.384 , 0.082 , 246.482 , 0 
 212524143 ,"23/11/2013 13:20:00", 18.82 , 1.274 , 0 , 0.082 , 0 , 243.39 , 243.906 , 1.626 , 244.772 , 0 , 26.213 , 242.679 , 26.235 , 247.07 , 245.658 ,-0.123 , 0 , 245.287 , 246.379 , 1.439 , 0.082 , 246.173 , 0 
 212524143 ,"23/11/2013 13:30:00", 19.116 , 1.252 , 0 , 0.082 , 0 , 243.566 , 244.297 , 1.648 , 244.772 , 0 , 25.477 , 242.576 , 25.741 , 247.42 , 245.864 ,-0.123 , 0 , 245.452 , 246.524 , 1.417 , 0.082 , 246.482 , 0 
 212524143 ,"23/11/2013 13:40:00", 18.886 , 1.219 , 0 , 0.082 , 0 , 243.463 , 243.906 , 1.648 , 244.885 , 0 , 25.884 , 242.875 , 26.246 , 246.946 , 245.524 ,-0.123 , 0 , 244.895 , 246.039 , 1.428 , 0.082 , 246.101 , 0 
 212524143 ,"23/11/2013 13:50:00", 18.875 , 1.176 , 0 , 0.082 , 0 , 243.607 , 244.153 , 1.659 , 244.782 , 0 , 25.433 , 243.04 , 26.356 , 246.967 , 245.988 ,-0.123 , 0 , 245.235 , 246.338 , 1.428 , 0.082 , 246.41 , 0 
 212524143 ,"23/11/2013 14:00:00", 19.589 , 1.241 , 0 , 0.082 , 0 , 243.762 , 244.339 , 1.637 , 244.854 , 0 , 27.07 , 242.782 , 27.279 , 247.152 , 245.947 ,-0.123 , 0 , 245.4 , 246.544 , 1.417 , 0.082 , 246.441 , 0 
 212524143 ,"23/11/2013 14:10:00", 19.446 , 1.198 , 0 , 0.082 , 0 , 243.875 , 244.462 , 1.659 , 245.308 , 0 , 26.686 , 243.36 , 27.499 , 246.936 , 245.947 ,-0.123 , 0 , 244.71 , 246.153 , 1.417 , 0.082 , 246.431 , 0 
 212524143 ,"23/11/2013 14:20:00", 18.051 , 1.208 , 0 , 0.082 , 0 , 244.349 , 244.957 , 1.571 , 245.369 , 0 , 25.049 , 243.298 , 24.983 , 248.204 , 246.462 ,-0.123 , 0 , 246.008 , 247.163 , 1.428 , 0.082 , 247.029 , 0 
 212524143 ,"23/11/2013 14:30:00", 16.765 , 1.274 , 0 , 0.082 , 0 , 244.617 , 244.967 , 1.571 , 245.936 , 0 , 23.785 , 244.102 , 23.027 , 247.956 , 246.884 ,-0.123 , 0 , 246.503 , 247.544 , 1.417 , 0.082 , 247.359 , 0 
 212524143 ,"23/11/2013 14:40:00", 16.765 , 1.285 , 0 , 0.082 , 0 , 244.514 , 244.906 , 1.626 , 245.998 , 0 , 24.302 , 244.091 , 23.313 , 247.812 , 246.905 ,-0.123 , 0 , 246.565 , 247.338 , 1.406 , 0.082 , 247.379 , 0 
 212524143 ,"23/11/2013 14:50:00", 16.512 , 1.296 , 0 , 0.082 , 0 , 244.452 , 244.875 , 1.604 , 246.132 , 0 , 24.17 , 243.906 , 23.082 , 247.833 , 246.864 ,-0.123 , 0 , 246.008 , 247.255 , 1.417 , 0.082 , 247.245 , 0 
 212524143 ,"23/11/2013 15:00:00", 16.49 , 1.263 , 0 , 0.082 , 0 , 244.39 , 244.947 , 1.604 , 245.648 , 0 , 23.434 , 243.669 , 22.874 , 247.812 , 246.792 ,-0.123 , 0 , 246.194 , 247.286 , 1.406 , 0.082 , 247.348 , 0 
 212524143 ,"23/11/2013 15:10:00", 15.04 , 1.406 , 0 , 0.082 , 0 , 244.401 , 244.978 , 1.571 , 245.885 , 0 , 19.72 , 243.597 , 18.688 , 248.245 , 246.864 ,-0.123 , 0 , 246.586 , 247.637 , 1.494 , 0.082 , 247.523 , 0 
 212524143 ,"23/11/2013 15:20:00", 14.513 , 1.428 , 0 , 0.082 , 0 , 244.37 , 244.895 , 1.615 , 245.709 , 0 , 19.16 , 243.504 , 17.743 , 247.905 , 246.771 ,-0.123 , 0 , 246.72 , 247.482 , 1.527 , 0.082 , 247.173 , 0 
 212524143 ,"23/11/2013 15:30:00", 14.733 , 1.384 , 0 , 0.082 , 0 , 244.535 , 245.04 , 1.615 , 246.039 , 0 , 19.677 , 243.772 , 18.864 , 248.111 , 246.709 ,-0.123 , 0 , 246.812 , 247.637 , 1.45 , 0.082 , 247.163 , 0 
 212524143 ,"23/11/2013 15:40:00", 14.535 , 1.34 , 0 , 0.082 , 0 , 243.741 , 244.607 , 1.681 , 245.73 , 0 , 19.709 , 243.061 , 19.435 , 247.647 , 246.472 ,-0.123 , 0 , 246.194 , 246.977 , 1.45 , 0.082 , 246.957 , 0 
 212524143 ,"23/11/2013 15:50:00", 14.843 , 1.34 , 0 , 0.082 , 0 , 242.875 , 243.628 , 1.692 , 244.421 , 0 , 19.534 , 241.937 , 19.918 , 246.812 , 245.73 ,-0.123 , 0 , 245.019 , 246.163 , 1.45 , 0.082 , 246.534 , 0 
 212524143 ,"23/11/2013 16:00:00", 15.106 , 1.318 , 0 , 0.082 , 0 , 242.999 , 243.555 , 1.67 , 244.916 , 0 , 20.314 , 242.185 , 20.522 , 246.668 , 245.874 ,-0.123 , 0 , 245.215 , 246.214 , 1.472 , 0.082 , 246.307 , 0 
 212524143 ,"23/11/2013 16:10:00", 14.579 , 1.329 , 0 , 0.082 , 0 , 243.731 , 246.07 , 1.692 , 244.565 , 0 , 19.27 , 241.772 , 19.006 , 249.698 , 246.658 ,-0.123 , 0 , 244.957 , 247.235 , 1.571 , 0.082 , 249.1 , 0 
 212524143 ,"23/11/2013 16:20:00", 14.447 , 1.373 , 0 , 0.082 , 0 , 244.607 , 245.709 , 1.549 , 246.132 , 0 , 19.479 , 243.792 , 18.27 , 248.843 , 247.348 ,-0.123 , 0 , 247.359 , 248.152 , 1.549 , 0.082 , 248.667 , 0 
 212524143 ,"23/11/2013 16:30:00", 14.194 , 1.329 , 0 , 0.082 , 0 , 246.204 , 247.286 , 1.538 , 248.245 , 0 , 19.545 , 245.338 , 18.347 , 250.481 , 248.956 ,-0.123 , 0 , 248.41 , 249.379 , 1.494 , 0.082 , 250.193 , 0 
 212524143 ,"23/11/2013 16:40:00", 14.227 , 1.34 , 0 , 0.082 , 0 , 246.019 , 246.421 , 1.538 , 247.616 , 0 , 19.424 , 245.38 , 18.292 , 249.626 , 248.482 ,-0.123 , 0 , 248.503 , 249.142 , 1.483 , 0.082 , 248.905 , 0 
 212524143 ,"23/11/2013 16:50:00", 14.063 , 1.318 , 0 , 0.082 , 0 , 245.545 , 246.019 , 1.516 , 247.41 , 0 , 19.402 , 244.885 , 18.292 , 249.461 , 248.296 ,-0.123 , 0 , 248.451 , 248.935 , 1.494 , 0.082 , 248.626 , 0 
 212524143 ,"23/11/2013 17:00:00", 14.26 , 1.395 , 0 , 0.082 , 0 , 245.462 , 245.823 , 1.571 , 247.163 , 0 , 19.457 , 245.091 , 18.424 , 249.038 , 248.09 ,-0.123 , 0 , 247.647 , 248.626 , 1.527 , 0.082 , 248.595 , 0 
 212524143 ,"23/11/2013 17:10:00", 14.052 , 1.428 , 0 , 0.082 , 0 , 245.369 , 245.73 , 1.56 , 247.132 , 0 , 19.171 , 244.761 , 17.941 , 249.214 , 248.266 ,-0.123 , 0 , 247.884 , 248.647 , 1.516 , 0.082 , 248.771 , 0 
 212524143 ,"23/11/2013 17:20:00", 14.073 , 1.439 , 0 , 0.082 , 0 , 245.297 , 245.792 , 1.615 , 246.895 , 0 , 18.918 , 244.411 , 17.501 , 249.008 , 248.121 ,-0.123 , 0 , 247.73 , 248.575 , 1.527 , 0.082 , 248.709 , 0 
 212524143 ,"23/11/2013 17:30:00", 14.26 , 1.362 , 0 , 0.082 , 0 , 245.462 , 245.771 , 1.56 , 247.565 , 0 , 19.094 , 244.875 , 17.655 , 249.069 , 248.162 ,-0.123 , 0 , 248.008 , 248.616 , 1.461 , 0.082 , 248.616 , 0 
 212524143 ,"23/11/2013 17:40:00", 13.975 , 1.329 , 0 , 0.082 , 0 , 245.565 , 245.977 , 1.527 , 247.4 , 0 , 18.6 , 244.906 , 16.699 , 249.008 , 248.224 ,-0.123 , 0 , 248.08 , 248.606 , 1.439 , 0.082 , 248.657 , 0.01 
 212524143 ,"23/11/2013 17:50:00", 14.095 , 1.373 , 0 , 0.082 , 0 , 245.545 , 246.019 , 1.571 , 247.297 , 0 , 18.534 , 245.143 , 17.183 , 249.069 , 248.338 ,-0.123 , 0 , 247.75 , 248.606 , 1.483 , 0.082 , 248.822 , 0 
 212524143 ,"23/11/2013 18:00:00", 14.502 , 1.351 , 0 , 0.082 , 0 , 245.596 , 246.184 , 1.571 , 248.111 , 0 , 19.731 , 244.978 , 18.358 , 249.09 , 248.657 ,-0.123 , 0 , 247.998 , 248.544 , 1.461 , 0.082 , 249.214 , 0 
 212524143 ,"23/11/2013 18:10:00", 14.348 , 1.329 , 0 , 0.082 , 0 , 245.823 , 246.348 , 1.604 , 248.575 , 0 , 18.896 , 245.225 , 17.71 , 249.276 , 249.059 ,-0.123 , 0 , 248.193 , 248.812 , 1.505 , 0.082 , 249.492 , 0 
 212524143 ,"23/11/2013 18:20:00", 14.315 , 1.318 , 0 , 0.082 , 0 , 246.111 , 246.534 , 1.637 , 248.884 , 0 , 19.017 , 245.483 , 17.49 , 249.976 , 249.502 ,-0.123 , 0 , 248.132 , 249.214 , 1.516 , 0.082 , 250.028 , 0 
 212524143 ,"23/11/2013 18:30:00", 14.238 , 1.362 , 0 , 0.082 , 0 , 246.73 , 247.266 , 1.659 , 249.172 , 0 , 18.929 , 246.081 , 17.117 , 250.213 , 249.76 ,-0.123 , 0 , 248.637 , 249.636 , 1.527 , 0.082 , 250.152 , 0 
 212524143 ,"23/11/2013 18:40:00", 14.326 , 1.351 , 0 , 0.082 , 0 , 246.771 , 247.513 , 1.626 , 248.472 , 0 , 19.116 , 245.751 , 17.26 , 250.317 , 249.781 ,-0.123 , 0 , 248.657 , 249.791 , 1.549 , 0.082 , 250.347 , 0 
 212524143 ,"23/11/2013 18:50:00", 14.722 , 1.34 , 0 , 0.082 , 0 , 245.761 , 246.771 , 1.67 , 247.451 , 0 , 19.16 , 244.864 , 18.029 , 249.605 , 249.028 ,-0.123 , 0 , 247.977 , 248.874 , 1.615 , 0.082 , 249.915 , 0 
 212524143 ,"23/11/2013 19:00:00", 12.744 , 1.461 , 0 , 0.082 , 0 , 245.926 , 246.575 , 1.714 , 247.317 , 0 , 14.546 , 244.122 , 12.173 , 250.203 , 249.059 ,-0.123 , 0 , 247.709 , 249.245 , 1.714 , 0.082 , 249.863 , 0 
 212524143 ,"23/11/2013 19:10:00", 12.634 , 1.461 , 0 , 0.082 , 0 , 244.102 , 245.009 , 1.692 , 244.823 , 0 , 14.139 , 242.154 , 11.393 , 248.41 , 247.08 ,-0.123 , 0 , 245.575 , 247.534 , 1.747 , 0.082 , 248.111 , 0 
 212524143 ,"23/11/2013 19:20:00", 12.623 , 1.505 , 0 , 0.082 , 0 , 245.174 , 245.699 , 1.714 , 247.297 , 0 , 14.128 , 244.421 , 11.711 , 249.461 , 247.987 ,-0.123 , 0 , 248.059 , 248.832 , 1.747 , 0.082 , 248.626 , 0 
 212524143 ,"23/11/2013 19:30:00", 12.711 , 1.461 , 0 , 0.082 , 0 , 244.668 , 245.565 , 1.714 , 246.73 , 0 , 14.073 , 243.792 , 11.514 , 249.142 , 247.688 ,-0.123 , 0 , 247.596 , 248.451 , 1.769 , 0.082 , 248.595 , 0 
 212524143 ,"23/11/2013 19:40:00", 12.689 , 1.461 , 0 , 0.082 , 0 , 244.37 , 244.772 , 1.736 , 246.39 , 0 , 14.128 , 243.597 , 11.667 , 248.379 , 247.513 ,-0.123 , 0 , 246.39 , 247.75 , 1.736 , 0.082 , 247.998 , 0 
 212524143 ,"23/11/2013 19:50:00", 12.59 , 1.483 , 0 , 0.082 , 0 , 243.926 , 244.844 , 1.758 , 246.101 , 0 , 14.249 , 242.875 , 11.832 , 248.224 , 247.142 ,-0.123 , 0 , 246.472 , 247.42 , 1.769 , 0.082 , 247.998 , 0 
 212524143 ,"23/11/2013 20:00:00", 12.689 , 1.439 , 0 , 0.082 , 0 , 243.607 , 244.081 , 1.747 , 246.225 , 0 , 14.48 , 242.762 , 12.239 , 247.462 , 246.905 ,-0.123 , 0 , 246.05 , 247.049 , 1.747 , 0.082 , 247.41 , 0 
 212524143 ,"23/11/2013 20:10:00", 13.832 , 1.417 , 0 , 0.082 , 0 , 244.504 , 245.369 , 1.725 , 246.379 , 0 , 17.051 , 243.741 , 15.645 , 248.235 , 247.606 ,-0.123 , 0 , 246.926 , 247.76 , 1.703 , 0.082 , 248.121 , 0 
 212524143 ,"23/11/2013 20:20:00", 13.524 , 1.483 , 0 , 0.082 , 0 , 244.833 , 245.472 , 1.791 , 246.895 , 0 , 15.93 , 243.906 , 14.019 , 249.276 , 247.956 ,-0.123 , 0 , 247.431 , 248.327 , 1.791 , 0.082 , 248.76 , 0 
 212524143 ,"23/11/2013 20:30:00", 13.074 , 1.527 , 0 , 0.082 , 0 , 245.349 , 245.74 , 1.857 , 245.194 , 0 , 14.282 , 243.009 , 12.393 , 249.286 , 248.523 ,-0.123 , 0 , 247.348 , 248.884 , 1.868 , 0.082 , 249.038 , 0 
 212524143 ,"23/11/2013 20:40:00", 13.107 , 1.549 , 0 , 0.082 , 0 , 245.503 , 245.936 , 1.89 , 247.76 , 0 , 14.315 , 244.988 , 12.59 , 249.585 , 248.688 ,-0.123 , 0 , 248.585 , 249.09 , 1.879 , 0.082 , 249.224 , 0 
 212524143 ,"23/11/2013 20:50:00", 13.217 , 1.549 , 0 , 0.082 , 0 , 245.349 , 245.926 , 1.89 , 247.328 , 0 , 14.282 , 243.968 , 12.601 , 249.626 , 248.616 ,-0.123 , 0 , 248.049 , 249.121 , 1.912 , 0.082 , 249.069 , 0 
 212524143 ,"23/11/2013 21:00:00", 12.986 , 1.538 , 0 , 0.082 , 0 , 244.586 , 245.04 , 1.879 , 246.73 , 0 , 14.37 , 244.091 , 12.535 , 248.74 , 247.843 ,-0.123 , 0 , 247.606 , 248.307 , 1.857 , 0.082 , 248.441 , 0 
 212524143 ,"23/11/2013 21:10:00", 12.964 , 1.549 , 0 , 0.082 , 0 , 244.895 , 245.606 , 1.879 , 246.967 , 0 , 14.304 , 244.112 , 12.546 , 249.255 , 248.183 ,-0.123 , 0 , 247.616 , 248.461 , 1.835 , 0.082 , 249.059 , 0 
 212524143 ,"23/11/2013 21:20:00", 12.887 , 1.571 , 0 , 0.082 , 0 , 245.029 , 245.699 , 1.879 , 246.905 , 0 , 14.403 , 244.339 , 12.524 , 249.008 , 248.173 ,-0.123 , 0 , 247.915 , 248.564 , 1.835 , 0.082 , 248.781 , 0 
 212524143 ,"23/11/2013 21:30:00", 12.997 , 1.56 , 0 , 0.082 , 0 , 245.761 , 246.256 , 1.912 , 248.193 , 0 , 14.315 , 245.318 , 12.689 , 249.719 , 248.935 ,-0.123 , 0 , 248.575 , 249.183 , 1.857 , 0.082 , 249.389 , 0 
 212524143 ,"23/11/2013 21:40:00", 12.997 , 1.593 , 0 , 0.082 , 0 , 246.142 , 246.843 , 1.89 , 248.296 , 0 , 14.392 , 245.503 , 12.733 , 250.296 , 249.111 ,-0.123 , 0 , 248.606 , 249.461 , 1.857 , 0.082 , 249.657 , 0 
 212524143 ,"23/11/2013 21:50:00", 13.052 , 1.604 , 0 , 0.082 , 0 , 246.41 , 247.018 , 1.901 , 248.698 , 0 , 14.392 , 245.998 , 12.865 , 250.183 , 249.337 ,-0.123 , 0 , 248.894 , 249.533 , 1.879 , 0.082 , 249.956 , 0 
