"SerialNo","ReadingDate","Import Wh Total","THD Voltage Main Minimum","Q3 Wh Total","Current Main Maximum","THD Current Main Minimum","Current Main Minimum","Voltage Main Maximum","Signal Strength","Q1 Wh Total","Voltage Total","Active Power Total (Watts)","System Frequency","THD Voltage Main Maximum","Q4 Wh Total","Apparant Power Total (VA)","Reactive Power Total (vars)","Voltage Main Minimum","Q2 Wh Total","THD Current Main Maximum","Export Wh Total"
 212175540 ,"23/01/2013 13:00:00", 0.011 ,, 0 , 0.14 ,, 0.128 , 243.772 , 30.992 , 0.003 , 241.443 ,, 50.004 ,, 0 , 0.031 ,, 239.02 , 0 ,, 0 
 212175540 ,"23/01/2013 13:10:00",,, 0 , 0.276 ,, 0.132 , 241.339 , 30.992 , 0.003 , 239.701 ,, 49.926 ,, 0.001 , 0.031 ,, 236.949 , 0 ,,
 212175540 ,"23/01/2013 13:20:00",,, 0 , 0.144 ,, 0.128 , 243.329 , 30.992 , 0.002 , 240.237 ,, 49.973 ,, 0.001 , 0.031 ,, 237.093 , 0 ,,
 212175540 ,"23/01/2013 13:30:00", 0.011 ,, 0 , 0.193 ,, 0.128 , 243.638 , 30.992 , 0.001 , 240.968 ,, 50.039 ,, 0.003 , 0.031 ,, 238.093 , 0 ,, 0 
 212175540 ,"23/01/2013 13:40:00",,, 0 , 0.797 ,, 0.128 , 243.452 , 30.992 , 0.002 , 240.979 ,, 49.934 ,, 0.002 , 0.026 ,, 237.835 , 0 ,,
 212175540 ,"23/01/2013 13:50:00",,, 0 , 0.144 ,, 0.128 , 243.772 , 30.992 , 0.002 , 241.164 ,, 49.969 ,, 0.002 , 0.031 ,, 238.196 , 0 ,,
 212175540 ,"23/01/2013 14:00:00", 0.011 ,, 0 , 0.14 ,, 0.128 , 244.009 , 30.992 , 0.001 , 241.556 ,, 49.918 ,, 0.002 , 0.031 ,, 239.319 , 0 ,, 0 
 212175540 ,"23/01/2013 14:10:00",,, 0 , 0.144 ,, 0.128 , 244.05 , 30.883 , 0.001 , 241.412 ,, 49.973 ,, 0.003 , 0.031 ,, 238.649 , 0 ,,
 212175540 ,"23/01/2013 14:20:00",,, 0 , 0.144 ,, 0.128 , 246.07 , 30.498 , 0 , 242.02 ,, 49.984 ,, 0.003 , 0.031 ,, 237.578 , 0 ,,
 212175540 ,"23/01/2013 14:30:00", 0.011 ,, 0 , 0.147 ,, 0.128 , 246.07 , 29.454 , 0.002 , 243.586 ,, 50 ,, 0.002 , 0.031 ,, 239.144 , 0 ,, 0 
 212175540 ,"23/01/2013 14:40:00",,, 0 , 0.14 ,, 0.128 , 246.142 , 29.103 , 0.003 , 243.318 ,, 50.07 ,, 0.001 , 0.031 ,, 239.113 , 0 ,,
 212175540 ,"23/01/2013 14:50:00",,, 0 , 0.144 ,, 0.128 , 241.577 , 29.982 , 0.001 , 239.309 ,, 50.027 ,, 0.003 , 0.031 ,, 235.825 , 0 ,,
 212175540 ,"23/01/2013 15:00:00", 0.011 ,, 0 , 0.268 ,, 0.132 , 242.628 , 26.785 , 0.001 , 240.144 ,, 49.996 ,, 0.003 , 0.031 ,, 237.114 , 0 ,, 0 
 212175540 ,"23/01/2013 15:10:00",,, 0 , 0.147 ,, 0.132 , 242.37 , 30.652 , 0.001 , 239 ,, 50.004 ,, 0.002 , 0.031 ,, 236.382 , 0 ,,
 212175540 ,"23/01/2013 15:20:00",,, 0 , 0.144 ,, 0.132 , 239.381 , 29.026 , 0.002 , 237.392 ,, 49.961 ,, 0.002 , 0.031 ,, 234.949 , 0 ,,
 212175540 ,"23/01/2013 15:30:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 240.278 , 29.125 , 0.001 , 238.134 ,, 49.98 ,, 0.003 , 0.031 ,, 236.155 , 0 ,, 0 
 212175540 ,"23/01/2013 15:40:00",,, 0 , 0.144 ,, 0.132 , 239.938 , 30.07 , 0.002 , 237.969 ,, 49.988 ,, 0.001 , 0.031 ,, 234.97 , 0 ,,
 212175540 ,"23/01/2013 15:50:00",,, 0 , 0.144 ,, 0.132 , 239.01 , 29.015 , 0.001 , 237.268 ,, 49.941 ,, 0.002 , 0.031 ,, 235.568 , 0 ,,
 212175540 ,"23/01/2013 16:00:00", 0.011 ,, 0 , 0.147 ,, 0.132 , 241.587 , 27.576 , 0.002 , 237.423 ,, 49.938 ,, 0.002 , 0.031 ,, 232.775 , 0 ,, 0 
 212175540 ,"23/01/2013 16:10:00",,, 0 , 0.144 ,, 0.132 , 242.453 , 28.224 , 0.003 , 239.907 ,, 50 ,, 0.002 , 0.031 ,, 235.259 , 0 ,,
 212175540 ,"23/01/2013 16:20:00",,, 0 , 0.144 ,, 0.132 , 241.587 , 29.158 , 0.002 , 239.495 ,, 49.953 ,, 0.001 , 0.031 ,, 235.351 , 0 ,,
 212175540 ,"23/01/2013 16:30:00", 0.011 ,, 0 , 0.2 ,, 0.132 , 242.277 , 26.268 , 0.002 , 240.041 ,, 49.977 ,, 0.002 , 0.031 ,, 237.712 , 0 ,, 0 
 212175540 ,"23/01/2013 16:40:00",,, 0 , 0.147 ,, 0.132 , 242.628 , 29.641 , 0.001 , 239.319 ,, 50.047 ,, 0.003 , 0.031 ,, 235.413 , 0 ,,
 212175540 ,"23/01/2013 16:50:00",,, 0 , 0.147 ,, 0.136 , 238.66 , 30.432 , 0 , 235.99 ,, 49.961 ,, 0.003 , 0.031 ,, 231.765 , 0 ,,
 212175540 ,"23/01/2013 17:00:00", 0.011 ,, 0 , 0.151 ,, 0.136 , 239.618 , 30.883 , 0.002 , 237.712 ,, 49.973 ,, 0.001 , 0.031 ,, 233.96 , 0 ,, 0 
 212175540 ,"23/01/2013 17:10:00",,, 0 , 0.147 ,, 0.132 , 239.464 , 30.992 , 0.001 , 236.897 ,, 50.023 ,, 0.003 , 0.031 ,, 233.218 , 0 ,,
 212175540 ,"23/01/2013 17:20:00",,, 0 , 0.147 ,, 0.136 , 240.783 , 30.938 , 0.002 , 238.66 ,, 49.988 ,, 0.002 , 0.031 ,, 235.661 , 0 ,,
 212175540 ,"23/01/2013 17:30:00", 0.011 ,, 0 , 0.151 ,, 0.136 , 240.67 , 30.63 , 0.003 , 237.351 ,, 49.984 ,, 0.001 , 0.031 ,, 233.908 , 0 ,, 0 
 212175540 ,"23/01/2013 17:40:00",,, 0 , 0.147 ,, 0.136 , 241.092 , 30.685 , 0.003 , 238.103 ,, 50.008 ,, 0 , 0.031 ,, 234.96 , 0 ,,
 212175540 ,"23/01/2013 17:50:00",,, 0 , 0.147 ,, 0.136 , 242.401 , 29.531 , 0.004 , 239.979 ,, 50.008 ,, 0 , 0.031 ,, 237.639 , 0 ,,
 212175540 ,"23/01/2013 18:00:00", 0.011 ,, 0 , 0.208 ,, 0.136 , 242.607 , 29.465 , 0.003 , 240.35 ,, 50.066 ,, 0.001 , 0.031 ,, 237.804 , 0 ,, 0 
 212175540 ,"23/01/2013 18:10:00",,, 0 , 0.147 ,, 0.136 , 242.36 , 29.443 , 0.003 , 239.732 ,, 49.941 ,, 0 , 0.031 ,, 237.505 , 0 ,,
 212175540 ,"23/01/2013 18:20:00",,, 0 , 0.147 ,, 0.136 , 243.669 , 27.598 , 0.004 , 240.649 ,, 50.008 ,, 0 , 0.031 ,, 237.145 , 0 ,,
 212175540 ,"23/01/2013 18:30:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 243.576 , 25.664 , 0.003 , 239.752 ,, 50.063 ,, 0.001 , 0.031 ,, 237.732 , 0 ,, 0 
 212175540 ,"23/01/2013 18:40:00",,, 0 , 0.147 ,, 0.136 , 240.309 , 25.411 , 0.004 , 238.134 ,, 50.031 ,, 0 , 0.031 ,, 235.413 , 0 ,,
 212175540 ,"23/01/2013 18:50:00",,, 0 , 0.147 ,, 0.136 , 241.443 , 25.104 , 0.003 , 239.484 ,, 50.063 ,, 0 , 0.031 ,, 236.372 , 0 ,,
 212175540 ,"23/01/2013 19:00:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 242.298 , 25.104 , 0.004 , 239.979 ,, 50.004 ,, 0 , 0.031 ,, 236.743 , 0 ,, 0 
 212175540 ,"23/01/2013 19:10:00",,, 0 , 0.147 ,, 0.136 , 240.371 , 23.577 , 0.004 , 237.928 ,, 49.965 ,, 0 , 0.031 ,, 235.114 , 0 ,,
 212175540 ,"23/01/2013 19:20:00",,, 0 , 0.147 ,, 0.136 , 241.071 , 23.379 , 0.003 , 238.268 ,, 50.012 ,, 0 , 0.031 ,, 235.712 , 0 ,,
 212175540 ,"23/01/2013 19:30:00", 0.011 ,, 0 , 0.208 ,, 0.136 , 242.721 , 24.928 , 0.004 , 239.629 ,, 50.066 ,, 0 , 0.031 ,, 237.052 , 0 ,, 0 
 212175540 ,"23/01/2013 19:40:00",,, 0 , 0.147 ,, 0.136 , 241.02 , 23.862 , 0.003 , 238.99 ,, 49.984 ,, 0.001 , 0.031 ,, 236.227 , 0 ,,
 212175540 ,"23/01/2013 19:50:00",,, 0 , 0.147 ,, 0.136 , 241.236 , 23.181 , 0.003 , 238.814 ,, 49.957 ,, 0 , 0.031 ,, 236.011 , 0 ,,
 212175540 ,"23/01/2013 20:00:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 241.144 , 22.533 , 0.004 , 238.753 ,, 49.926 ,, 0 , 0.031 ,, 236.495 , 0 ,, 0 
 212175540 ,"23/01/2013 20:10:00",,, 0 , 0.147 ,, 0.136 , 243.452 , 23.082 , 0.004 , 241.298 ,, 49.945 ,, 0 , 0.031 ,, 237.835 , 0 ,,
 212175540 ,"23/01/2013 20:20:00",,, 0 , 0.147 ,, 0.136 , 242.556 , 22.786 , 0.003 , 239.927 ,, 49.945 ,, 0 , 0.031 ,, 237.289 , 0 ,,
 212175540 ,"23/01/2013 20:30:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 241.133 , 23.785 , 0.004 , 239.288 ,, 49.984 ,, 0 , 0.031 ,, 236.506 , 0 ,, 0 
 212175540 ,"23/01/2013 20:40:00",,, 0 , 0.147 ,, 0.136 , 240.546 , 23.895 , 0.004 , 237.949 ,, 49.957 ,, 0 , 0.031 ,, 235.145 , 0 ,,
 212175540 ,"23/01/2013 20:50:00",,, 0 , 0.147 ,, 0.136 , 239.763 , 23.016 , 0.003 , 237.773 ,, 49.941 ,, 0 , 0.031 ,, 235.011 , 0 ,,
 212175540 ,"23/01/2013 21:00:00", 0.012 ,, 0 , 0.2 ,, 0.136 , 241.824 , 21.017 , 0.004 , 239.464 ,, 49.961 ,, 0 , 0.031 ,, 237.464 , 0 ,, 0 
 212175540 ,"23/01/2013 21:10:00",,, 0 , 0.147 ,, 0.136 , 244.308 , 22.632 , 0.004 , 240.092 ,, 50.039 ,, 0 , 0.031 ,, 236.403 , 0 ,,
 212175540 ,"23/01/2013 21:20:00",,, 0 , 0.144 ,, 0.132 , 245.524 , 22.137 , 0.003 , 243.421 ,, 49.973 ,, 0 , 0.031 ,, 241.102 , 0 ,,
 212175540 ,"23/01/2013 21:30:00", 0.011 ,, 0 , 0.204 ,, 0.132 , 246.05 , 21.995 , 0.004 , 243.658 ,, 50.023 ,, 0 , 0.031 ,, 238.155 , 0 ,, 0 
 212175540 ,"23/01/2013 21:40:00",,, 0 , 0.147 ,, 0.132 , 242.216 , 22.346 , 0.004 , 240.618 ,, 50.008 ,, 0 , 0.031 ,, 237.732 , 0 ,,
 212175540 ,"23/01/2013 21:50:00",,, 0 , 0.147 ,, 0.136 , 243.38 , 22.291 , 0.004 , 240.999 ,, 50.016 ,, 0 , 0.031 ,, 239.247 , 0 ,,
 212175540 ,"23/01/2013 22:00:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 242.906 , 22.83 , 0.003 , 241.195 ,, 49.953 ,, 0 , 0.031 ,, 238.814 , 0 ,, 0 
 212175540 ,"23/01/2013 22:10:00",,, 0 , 0.147 ,, 0.136 , 243.782 , 23.478 , 0.004 , 241.71 ,, 50.008 ,, 0 , 0.031 ,, 235.98 , 0 ,,
 212175540 ,"23/01/2013 22:20:00",,, 0 , 0.147 ,, 0.136 , 244.009 , 23.489 , 0.004 , 240.845 ,, 49.918 ,, 0 , 0.031 ,, 237.784 , 0 ,,
 212175540 ,"23/01/2013 22:30:00", 0.011 ,, 0 , 0.223 ,, 0.136 , 245.297 , 23.928 , 0.003 , 242.102 ,, 50.02 ,, 0 , 0.031 ,, 239.175 , 0 ,, 0 
 212175540 ,"23/01/2013 22:40:00",,, 0 , 0.2 ,, 0.136 , 242.855 , 20.468 , 0.004 , 240.443 ,, 50.023 ,, 0 , 0.031 ,, 237.392 , 0 ,,
 212175540 ,"23/01/2013 22:50:00",,, 0 , 0.147 ,, 0.136 , 242.638 , 24.302 , 0.004 , 241.422 ,, 49.953 ,, 0 , 0.031 ,, 240.051 , 0 ,,
 212175540 ,"23/01/2013 23:00:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 244.854 , 24.543 , 0.004 , 242.154 ,, 50.043 ,, 0 , 0.031 ,, 238.886 , 0 ,, 0 
 212175540 ,"23/01/2013 23:10:00",,, 0 , 0.147 ,, 0.136 , 245.617 , 25.367 , 0.003 , 244.349 ,, 50.055 ,, 0 , 0.031 ,, 242.308 , 0 ,,
 212175540 ,"23/01/2013 23:20:00",,, 0 , 0.147 ,, 0.136 , 245.761 , 25.983 , 0.004 , 243.679 ,, 50.09 ,, 0 , 0.031 ,, 241.092 , 0 ,,
 212175540 ,"23/01/2013 23:30:00", 0.011 ,, 0 , 0.159 ,, 0.136 , 248.461 , 26.246 , 0.004 , 246.101 ,, 50.07 ,, 0 , 0.031 ,, 243.401 , 0 ,, 0 
 212175540 ,"23/01/2013 23:40:00",,, 0 , 0.147 ,, 0.136 , 245.957 , 25.609 , 0.003 , 244.359 ,, 50.031 ,, 0 , 0.031 ,, 242.267 , 0 ,,
 212175540 ,"23/01/2013 23:50:00",,, 0 , 0.223 ,, 0.132 , 245.565 , 25.862 , 0.004 , 244.287 ,, 49.98 ,, 0 , 0.031 ,, 242.422 , 0 ,,
 212175540 ,24/01/2013 , 0.011 ,, 0 , 0.147 ,, 0.132 , 247.905 , 26.796 , 0.004 , 245.266 ,, 50.043 ,, 0 , 0.031 ,, 242.174 , 0 ,, 0 
 212175540 ,"24/01/2013 00:10:00",,, 0 , 0.208 ,, 0.132 , 249.08 , 26.653 , 0.004 , 246.781 ,, 49.996 ,, 0 , 0.031 ,, 244.38 , 0 ,,
 212175540 ,"24/01/2013 00:20:00",,, 0 , 0.147 ,, 0.136 , 247.637 , 26.51 , 0.003 , 245.411 ,, 49.988 ,, 0 , 0.031 ,, 243.112 , 0 ,,
 212175540 ,"24/01/2013 00:30:00", 0.012 ,, 0 , 0.144 ,, 0.132 , 248.75 , 26.532 , 0.004 , 247.101 ,, 50.004 ,, 0 , 0.031 ,, 244.638 , 0 ,, 0 
 212175540 ,"24/01/2013 00:40:00",,, 0 , 0.144 ,, 0.132 , 249.873 , 25.972 , 0.004 , 248.173 ,, 50.004 ,, 0 , 0.031 ,, 245.926 , 0 ,,
 212175540 ,"24/01/2013 00:50:00",,, 0 , 0.144 ,, 0.132 , 250.986 , 24.939 , 0.004 , 249.018 ,, 49.988 ,, 0 , 0.031 ,, 246.039 , 0 ,,
 212175540 ,"24/01/2013 01:00:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 251.625 , 25.433 , 0.003 , 249.255 ,, 50.008 ,, 0 , 0.031 ,, 244.802 , 0 ,, 0 
 212175540 ,"24/01/2013 01:10:00",,, 0 , 0.151 ,, 0.132 , 250.584 , 25.631 , 0.004 , 249.172 ,, 49.926 ,, 0 , 0.031 ,, 246.689 , 0 ,,
 212175540 ,"24/01/2013 01:20:00",,, 0 , 0.144 ,, 0.132 , 251.378 , 25.4 , 0.004 , 247.503 ,, 49.996 ,, 0 , 0.031 ,, 244.236 , 0 ,,
 212175540 ,"24/01/2013 01:30:00", 0.011 ,, 0 , 0.147 ,, 0.132 , 249.348 , 25.291 , 0.004 , 247.328 ,, 49.945 ,, 0 , 0.031 ,, 245.143 , 0 ,, 0 
 212175540 ,"24/01/2013 01:40:00",,, 0 , 0.189 ,, 0.132 , 249.76 , 25.598 , 0.003 , 247.565 ,, 49.988 ,, 0 , 0.031 ,, 245.565 , 0 ,,
 212175540 ,"24/01/2013 01:50:00",,, 0 , 0.144 ,, 0.132 , 249.873 , 25.28 , 0.004 , 248.369 ,, 49.996 ,, 0 , 0.031 ,, 245.947 , 0 ,,
 212175540 ,"24/01/2013 02:00:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 250.131 , 25.203 , 0.004 , 248.461 ,, 50.043 ,, 0 , 0.031 ,, 245.184 , 0 ,, 0 
 212175540 ,"24/01/2013 02:10:00",,, 0 , 0.144 ,, 0.132 , 250.347 , 25.192 , 0.004 , 249.059 ,, 50.023 ,, 0 , 0.031 ,, 247.441 , 0 ,,
 212175540 ,"24/01/2013 02:20:00",,, 0 , 0.144 ,, 0.132 , 250.193 , 25.741 , 0.003 , 249.214 ,, 49.969 ,, 0 , 0.031 ,, 247.771 , 0 ,,
 212175540 ,"24/01/2013 02:30:00", 0.012 ,, 0 , 0.144 ,, 0.132 , 250.512 , 25.84 , 0.004 , 249.42 ,, 50.059 ,, 0 , 0.031 ,, 247.451 , 0 ,, 0 
 212175540 ,"24/01/2013 02:40:00",,, 0 , 0.155 ,, 0.132 , 250.079 , 26.038 , 0.004 , 247.534 ,, 50.02 ,, 0 , 0.031 ,, 245.534 , 0 ,,
 212175540 ,"24/01/2013 02:50:00",,, 0 , 0.144 ,, 0.132 , 249.172 , 25.84 , 0.004 , 248.049 ,, 50.027 ,, 0 , 0.031 ,, 245.74 , 0 ,,
 212175540 ,"24/01/2013 03:00:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 249.306 , 25.884 , 0.003 , 247.771 ,, 50.059 ,, 0 , 0.031 ,, 245.947 , 0 ,, 0 
 212175540 ,"24/01/2013 03:10:00",,, 0 , 0.197 ,, 0.132 , 250.378 , 25.928 , 0.004 , 248.915 ,, 50.047 ,, 0 , 0.031 ,, 247.235 , 0 ,,
 212175540 ,"24/01/2013 03:20:00",,, 0 , 0.144 ,, 0.132 , 250.708 , 26.005 , 0.004 , 249.121 ,, 50.09 ,, 0 , 0.031 ,, 247.41 , 0 ,,
 212175540 ,"24/01/2013 03:30:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 250.162 , 25.884 , 0.003 , 249.111 ,, 50.078 ,, 0 , 0.031 ,, 247.163 , 0 ,, 0 
 212175540 ,"24/01/2013 03:40:00",,, 0 , 0.144 ,, 0.132 , 250.213 , 26.038 , 0.004 , 248.441 ,, 50.027 ,, 0 , 0.031 ,, 246.421 , 0 ,,
 212175540 ,"24/01/2013 03:50:00",,, 0 , 0.144 ,, 0.132 , 249.873 , 25.994 , 0.004 , 248.801 ,, 50.063 ,, 0 , 0.031 ,, 247.286 , 0 ,,
 212175540 ,"24/01/2013 04:00:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 250.141 , 26.785 , 0.004 , 248.637 ,, 50.109 ,, 0 , 0.031 ,, 244.802 , 0 ,, 0 
 212175540 ,"24/01/2013 04:10:00",,, 0 , 0.147 ,, 0.132 , 249.853 , 26.224 , 0.003 , 248.358 ,, 50.008 ,, 0 , 0.031 ,, 245.648 , 0 ,,
 212175540 ,"24/01/2013 04:20:00",,, 0 , 0.144 ,, 0.132 , 250.317 , 26.477 , 0.004 , 248.75 ,, 50.008 ,, 0 , 0.031 ,, 245.854 , 0 ,,
 212175540 ,"24/01/2013 04:30:00", 0.011 ,, 0 , 0.155 ,, 0.132 , 250.203 , 27.729 , 0.004 , 249.172 ,, 50.059 ,, 0 , 0.031 ,, 247.647 , 0 ,, 0 
 212175540 ,"24/01/2013 04:40:00",,, 0 , 0.185 ,, 0.132 , 250.811 , 27.839 , 0.004 , 249.111 ,, 50.098 ,, 0 , 0.031 ,, 246.524 , 0 ,,
 212175540 ,"24/01/2013 04:50:00",,, 0 , 0.144 ,, 0.132 , 250.183 , 27.938 , 0.003 , 249.121 ,, 50.051 ,, 0 , 0.031 ,, 245.957 , 0 ,,
 212175540 ,"24/01/2013 05:00:00", 0.012 ,, 0 , 0.144 ,, 0.132 , 249.1 , 27.883 , 0.004 , 247.575 ,, 50.02 ,, 0 , 0.031 ,, 245.493 , 0 ,, 0 
 212175540 ,"24/01/2013 05:10:00",,, 0 , 0.144 ,, 0.132 , 249.729 , 27.938 , 0.004 , 247.76 ,, 49.965 ,, 0 , 0.031 ,, 244.792 , 0 ,,
 212175540 ,"24/01/2013 05:20:00",,, 0 , 0.144 ,, 0.132 , 248.791 , 27.938 , 0.004 , 246.637 ,, 50.047 ,, 0 , 0.031 ,, 244.071 , 0 ,,
 212175540 ,"24/01/2013 05:30:00", 0.011 ,, 0 , 0.144 ,, 0.132 , 248.399 , 27.883 , 0.003 , 246.565 ,, 50.086 ,, 0 , 0.031 ,, 243.957 , 0 ,, 0 
 212175540 ,"24/01/2013 05:40:00",,, 0 , 0.144 ,, 0.132 , 246.915 , 27.784 , 0.004 , 245.761 ,, 49.965 ,, 0 , 0.031 ,, 243.339 , 0 ,,
 212175540 ,"24/01/2013 05:50:00",,, 0 , 0.144 ,, 0.136 , 248.193 , 27.938 , 0.004 , 246.606 ,, 50.004 ,, 0 , 0.031 ,, 244.864 , 0 ,,
 212175540 ,"24/01/2013 06:00:00", 0.011 ,, 0 , 0.144 ,, 0.136 , 247.204 , 27.993 , 0.004 , 245.503 ,, 49.992 ,, 0 , 0.031 ,, 242.473 , 0 ,, 0 
 212175540 ,"24/01/2013 06:10:00",,, 0 , 0.193 ,, 0.136 , 247.575 , 28.389 , 0.003 , 245.689 ,, 49.969 ,, 0 , 0.031 ,, 241.762 , 0 ,,
 212175540 ,"24/01/2013 06:20:00",,, 0 , 0.144 ,, 0.132 , 248.523 , 28.147 , 0.004 , 246.534 ,, 50.102 ,, 0 , 0.031 ,, 243.607 , 0 ,,
 212175540 ,"24/01/2013 06:30:00", 0.011 ,, 0 , 0.147 ,, 0.136 , 247.369 , 28.081 , 0.004 , 245.287 ,, 49.969 ,, 0 , 0.031 ,, 243.123 , 0 ,, 0 
